"74","Lily","Brett","When Lily Brett was 18, she was hired as a writer for a rock music magazine in Australia, where she grew up. They hadn’t asked her about her skill level or interest in writing at the interview. By contrast, they asked her if she had a car. She did, and she started the next day. Lily interviewed scores of musicians, including musicians who became legends, such as Janis Joplin, Jimi Hendrix, and Mick Jagger.
Today, Lily Brett lives and writes in New York City. She is a prolific novelist, essayist, and poet. She has written seven novels, four collections of essays, and eight volumes of poetry. Her work frequently explores the lives of Holocaust survivors and their children, the experiences of modern women, women’s relationship with food, and life in New York City. Her 2001 novel, Too Many Men, was an international bestseller. Her 2014 novel, Lola Bensky, won France's Prix Médicis Etranger.
Lily Brett has lived in New York City with her husband and three children since 1989.","1"
"80","Tom","Franklin","I was born in the hamlet of Dickinson, Alabama, which has a population of around 400 and is about half-white, half-black. I attended Dickinson Baptist Church for a while. I grew up a nonhunter in a hunting household, and I liked writing, drawing, and reading. I am the first member of my family to finish college. 
When I turned 18, we moved to Mobile, and my father, a mechanic, opened a shop there. I went to the University of South Alabama, but I got such bad grades that my father told me he wasn't going to pay anymore. From there, I got jobs in a warehouse, at a plant that made sandblasting grit, and finally with an engineering firm, which sent me to a chemical plant where I spent years cleaning up hazardous waste. All through these jobs, I took classes at the University of South Alabama, paying my own tuition as I went, and finally discovering creative writing classes. I worked in my late twenties, finishing my BA and beginning my MA, in a hospital in Mobile, and also tutoring in the university's writing lab. From there, I got a job teaching at Selma University, an historical all-black Baptist college. I was neither black nor Baptist (not anymore) and was, usually, the only white person on campus. I taught six classes one semester, six different classes, and five the next. I also finished my comprehensive exams for my MA, finished my thesis (a short story collection), and worked on my foreign language proficiency exam. 
I'd published a few short stories and won third prize in the Playboy College Fiction Contest (around 1991), and so I decided to pursue writing as a career. I applied to several MFA programs and wound up, fortunately, at the University of Arkansas. There I met my wife, poet Beth Ann Fennelly. We got married at the end of that four-year-long program, and around the same time, I sold my first book, Poachers, and the idea for Hell at the Breech, to William Morrow. We lived apart that first year of marriage—it was hard getting teaching jobs in the same city—but moved to Galesburg, Illinois, where my wife got a job teaching at Knox College. I won the Philip Roth Residency at Bucknell University in Lewisburg, Pennsylvania, and moved there for one semester. After that, we decided no more living apart. 
I taught at Knox for a year, during which we had our first child, Claire. Then I was offered the John and Renee Grisham Chair in Creative Writing in Oxford, Mississippi. We moved there, planning to return to Galesburg, but never have. Beth Ann was offered a job at Ole Miss, and they named me an ongoing writer-in-residence—and there we remain to this day. Our second child, Thomas Gerald Franklin III (I'm Junior) was born in Oxford in 2005. We love Oxford and hope never to leave.","1"
"82","Jack","Sacco","Jack Sacco was born and raised in Birmingham, Alabama, and educated at the University of Notre Dame, where he earned a degree in engineering. 
He is the author of ""Where the Birds Never Sing,"" ""Above the Treetops,"" ""The Resurrection Sequence,"" and ""In Sheep's Clothing."" 
He is the winner of the Alabama Library Association's 2005 Nonfiction Award for ""Where the Birds Never Sing."" Past winners include Harper Lee for ""To Kill a Mockingbird"" and Walker Percy for ""The Second Coming."" In addition, scholars of the Holocaust have also been enthusiastic in their praise. ""Where the Birds Never Sing"" has been endorsed by the Simon Wiesenthal Center and the Museum of Tolerance in Los Angeles. 
An accomplished public speaker, Jack Sacco has lectured at the University of Notre Dame, Yale University, the University of Texas, and others, as well as libraries, conferences, and special gatherings throughout the US and abroad. He has also been the featured speaker at Maissau Castle in Vienna, Austria, where he addressed heads of the Royal Families of Europe, including the Habsburgs, the Liechtensteins, and the Luxembourgs.","1"
"86","Laura","Calder","Laura Calder is a passionate home cook, homemaker, hostess, and enthusiast of all things art de vivre — all of which are encapsulated in her latest book, The Inviting Life: An inspirational guide to home-making, hosting, and opening the door to happiness (Random House, 2017)She has also written four cookbooks: French Food at Home; French Taste: Elegant, Everyday Eating; Dinner Chez Moi: The Fine Art of Feeding Friends; and Paris Express: Simple Food from the City of Style (all published by HarperCollins).Laura is a James Beard Award-winning television host whose shows have aired worldwide. Born and raised in eastern Canada, she holds undergraduate degrees in liberal arts and linguistics, and a Master’s degree from the London School of Economics. She studied food and wine in Canada, the USA and France (where she lived for a decade). She was knighted a Chevalier de l’Ordre du Mérite Agricole by the French government in 2011. She now lives in Toronto.www.lauracalder.comFB: facebook.com/calderlauraTwitter: @lauracalder Instagram: laura_calderYoutube: Laura Calder channel: https://www.youtube.com/channel/UCNH3xvf3GWP3cFPkimmpE9g","1"
"88","Tessa","Bailey","New York Times Bestselling author Tessa Bailey can solve all problems except for her own, so she focuses those efforts on stubborn, fictional blue collar men and loyal, lovable heroines. She lives on Long Island avoiding the sun and social interactions, then wonders why no one has called. Dubbed the “Michelangelo of dirty talk,” by Entertainment Weekly, Tessa writes with spice, spirit, swoon and a guaranteed happily ever after. Catch her on TikTok at @authortessabailey or check out tessabailey.com for a complete list of books. ","1"
"89","Glenn","McGee","A WILLIAM MORROW AUTHORGlenn E. McGee, Ph.D. has written about bioethics for two decades. Creator of the leading journal in the field, The American Journal of Bioethics, and its editor-in-chief from 1999-2012, he has held two endowed chairs and faculty positions at the University of Pennsylvania, Union University, and University of New Haven. He has authored more than 200 articles for medical, legal, business and scientific journals, such as Science, Nature Medicine, and JAMA. His best-known articles have been in the areas of compensation of research subjects, models for parenting and enhancement, a pragmatic theory of bioethics, the patenting and sale of biological materials, ethical issues in tissue and gene banks, and ethical issues in stem cell research. His books include Who Owns Life?, Pragmatic Bioethics, The Human Cloning Debate, The Perfect Baby, New York Times bestseller Beyond Genetics (William Morrow/HarperCollins), and most recently Bioethics for Beginners (2012). Glenn received his Ph.D. at Vanderbilt University and his B.A. at Baylor University, who named him Outstanding Young Alumnus in 2000 and one of its ""top 150 graduates of all time"" in 2008.Dr. McGee has been quoted about his research, which focuses on the family, genetics and reproduction, in most newspapers, and he has been a guest on most U.S. national television and radio news programs, such as Today, Fresh Air, Oprah, Nightline, and ABC World News Tonight, and has co-authored with a number of clinical and scientific luminaries such as Dr. Ruth, Stanley Greenspan, and Ian Wilmut. He has been a commentator for MSNBC News, for whom he authored a column from 2000-2003, and he has authored a monthly column from 2005-2007 for The Scientist, the most widely read magazine for scientists, as well as a syndicated column from 2005-2007 in the Albany, New York Times-Union.Dr. McGee has testified before the House and Senate and multiple committees of a number of states in the U.S. He has taught bioethics to incoming members of the U.S. Congress and taught workshops on bioethics for the Association of Chief Justices of the US Courts of Appeals. He served on the FDA Panel on Molecular and Genetic Devices and received a commendation for excellent service from the FDA in 2008. He was the American external evaluator of all genetics and policy programs for the United Kingdom's Economic and Social Research Council in 2007. In 2006 Dr. McGee organized ""Bioethics and Politics,"" the first national conference to bring together conservative and liberal thinkers in biomedical ethics, hailed as ""the most important bioethics conference in 25 years"" by the then ASBH President. He has been elected to the boards of directors of several foundations and organizations including Planned Parenthood. McGee's innovation in teaching and outreach in bioethics education is is widely recognized. The concentration in bioethics he started at Penn was hailed by the New York Times and by Harvard University Project Zero, specifically for his creating an undergraduate class in which students must submit fully articulate proposed legislation in bioethics to their home state government in order to receive an ""A."" In a joint effort led by Dr. McGee with Apple and Google, in 2006 he developed a successful online graduate program in bioethics using technologies such as Apple's iTunes University and bioethics.net, the first bioethics website (which he founded in 1994). Glenn has three sons, Ethan, Austin and Aidan.","1"
"94","Stephen","Booth","Stephen Booth is an award winning UK crime writer, the creator of Derbyshire police detectives Ben Cooper and Diane Fry, who have appeared in 18 novels set in England's atmospheric Peak District. His latest novel DROWNED LIVES is a standalone historical thriller, a story of hidden family secrets among the inland waterways of South Staffordshire.
Stephen has been a Gold Dagger finalist, an Anthony Award nominee, twice winner of a Barry Award for Best British Crime Novel, and twice shortlisted for the Theakston's Crime Novel of the Year. DC Cooper was a finalist for the Sherlock Award for the best detective created by a British author, and in 2003 the Crime Writers' Association presented Stephen with the Dagger in the Library Award for ""the author whose books have given readers the most pleasure"". The Cooper & Fry novels are published all around the world, and have been translated into 16 languages. The latest title in the series is FALL DOWN DEAD. Stephen is also the author of a previous standalone crime novel TOP HARD.
A former newspaper journalist, Stephen Booth was born in the Lancashire mill town of Burnley and brought up by the sea in Blackpool. He attended Birmingham City University and worked on local newspapers in the North and Midlands of England before his first novel BLACK DOG was published in 2000. He lives in Nottinghamshire. 
Visit the author's website at: http://www.stephen-booth.com
Follow Stephen Booth on Twitter: https://twitter.com/stephenbooth
Or on Facebook: https://www.facebook.com/stephenboothbooks","1"
"101","Sage","Blackwood","Sage Blackwood was born in Chicago and grew up in New York State. She graduated from Antioch College and the University at Albany, and taught ESL for many years. Her first fantasy novel, JINX, was selected as a Best Book of 2013 by Kirkus, Booklist, School Library Journal, and Amazon.","1"
"104","Martin","Gilbert","Learn more about Sir Martin at www.martingilbert.com
Subscribe to Sir Martin’s Newsletter & Book Club
http://www.martingilbert.com/sir-martins-book-club-newsletter/
Follow and share Sir Martin’s legacy:
https://twitter.com/SirMartin36
https://www.facebook.com/sirmartingilbert
Sir Martin Gilbert CBE is the official biographer of Winston Churchill and a leading historian on the Twentieth Century, who, in his 88 books has shown there is such a thing as ""true history"".
Apart from the seven Churchill Biographies, accompanied by seventeen Churchill documents, a lifetimes work; his other major works includes Churchill a Life,The First World War, The Second World War,The Holocaust,Israel A History, History of the Twentieth Century and his nine pioneering atlases which harness cartography to history.
Born in London in 1936 to Jewish parents, Peter and Miriam Gilbert whose own parents came as refugees from Czarist Russia, he was sent with his parents to Cornwall in 1939 when the Second World War broke out. In the spring of 1940, Martin was evacuated with thousands of children to safety in Canada and returned from Toronto after four years in 1944 as a seven year old boy with his parents and baby sister. They were later evacuated, to Wales, where they were when the war ended. He attended Highgate School for ten years from 1945 to 1955.From 1955 to 1957, Martin did his National Service and in 1957, received a Demyship to Magdalen College, Oxford, graduating in 1960 with first-class honours in modern history.
Two years were spent as a Research Scholar at St Antony's College, Oxford where Gilbert was approached by Randolph Churchill to assist his work on a biography of his father, Sir Winston Churchill. That same year, 1962, Gilbert was made a Fellow of Merton College, Oxford, and he spent the next few years combining his own research projects in Oxford with being part of Randolph's research team in Suffolk, working on the first two volumes of the Churchill biography. When Randolph died in 1968, Gilbert was commissioned to take over the task, completing the remaining six main volumes of the biography.
In 1995, he was awarded a Knighthood ""for services to British history and international relations and in 1999 Merton, Oxford, awarded Sir Martin Gilbert a DLitt, "" for the totality of his published work.""
Researching and exploring, lecturing and teaching, Sir Martin had many travels to major cities throughout the United States and Canada. His travels through Europe included lectures in Lisbon, Cracow, Skopje, Kaunas, Prague, Geneva, and Paris, among others. In each place he visited old friends, made new ones, and was constantly making notes of personal experiences or eye-witness accounts he could weave into his books.
""I returned from New York to Liverpool by ship in April 1944. Since then, having been a mini-part of history, I have never stopped travelling in search of history.""","1"
"105","Chade-Meng","Tan,","Chade-Meng Tan (Meng) is Google's Jolly Good Fellow (which nobody can deny). Meng was one of Google's earliest engineers. Among many other things, he helped build Google's first mobile search service, and headed the team that kept a vigilant eye on Google's search quality. His current job description is, ""Enlighten minds, open hearts, create world peace"". 
Outside of Google, Meng is the Founder and (Jolly Good) President of the Tan Teo Charitable Foundation, a small foundation dedicated to promoting Peace, Liberty and Enlightenment in the world. He is a Founding Patron of Stanford University's Center for Compassion and Altruism Research and Education (CCARE). He is also a Founding Patron of the World Peace Festival, and adviser to a number of technology start-ups.
Meng earned his MS in Computer Science from the University of California at Santa Barbara. He went to Santa Barbara mainly for the beach, but didn't mind the graduate degree either. He considers himself a Buddhist ""on most weekdays, especially Mondays"". He is an avid meditator, because meditation facilitates in him inner peace and happiness ""without doing real work"". Meng occasionally finds himself featured on newspapers. He was featured on the front page of the New York Times and delivered a TED talk at the United Nations. He has met three United States Presidents, Obama, Clinton and Carter. The Dalai Lama gave him a hug for his 40th birthday. His personal motto is, ""Life is too important to be taken seriously"".
Meng hopes to see every workplace in the world become a drinking fountain for happiness and enlightenment. When Meng grows up, he wants to save the world, and have lots of fun and laughter doing it. He feels if something is no laughing matter, it is probably not worth doing.","1"
"106","Scott","Saul","SCOTT SAUL is a historian and critic who has written for The New York Times, Harper's Magazine, The Nation, Bookforum, and other publications. The author of Becoming Richard Pryor and Freedom Is, Freedom Ain't: Jazz and the Making of the Sixties, he is also the creator of ""Richard Pryor's Peoria"" -- www.becomingrichardpryor.com -- a digital companion to his Pryor biography that brings to life Pryor's formative years in Peoria's red light district.
For a limited time only, readers can request a signed ""book plate"" (a nice sticker that Scott Saul is happy to inscribe as you like) for Becoming Richard Pryor at http://www.scott-saul.com/#!contact/c1kcz.
He teaches courses in American literature and history at UC-Berkeley, where he is an Associate Professor of English. He lives in Berkeley, California, with his wife and son.","1"
"110","Neil","Gaiman","Neil Gaiman is the #1 New York Times bestselling author of more than twenty books, including Norse Mythology, Neverwhere, and The Graveyard Book. Among his numerous literary awards are the Newbery and Carnegie medals, and the Hugo, Nebula, World Fantasy, and Will Eisner awards. He is a Professor in the Arts at Bard College.","1"
"115","Peter","Robinson","Peter Robinson grew up in Yorkshire, and now divides his time between Richmond and Canada. Peter has written twenty-four books in the Number One Bestselling DCI Banks series as well as two collections of short stories and three standalone novels, the most recent of which is Number One bestseller BEFORE THE POISON. Peter's critically acclaimed crime novels have won numerous awards in Britain, the United States, Canada and Europe, and are published in translation all over the world. 
Peter's DCI Banks is now a major ITV1 drama by Left Bank productions. Stephen Tompkinson (Wild at Heart, Ballykissangel) plays Inspector Banks, and Andrea Lowe (The Bill, Murphy's Law) plays DI Annie Cabbot. The first series aired in Autumn 2011 with an adaptation of FRIEND OF THE DEVIL, the second in Autumn 2012, and the third in February 2014.
Peter's standalone novel BEFORE THE POISON won the IMBA's 2013 Dilys Award as well as the 2012 Arthur Ellis Award for Best Novel by the Crime Writers of Canada. This was Peter's sixth Arthur Ellis award.
Find out more from Peter's website, www.inspectorbanks.com, or visit his Facebook page, www.facebook.com/peterrobinsonauthor.","1"
"117","Terry","Trueman","Author of Printz Honor winner Stuck In Neutral (& numerous other books). Writer/poet Spokane, WA. Attempting to alienate the few not the many but I'll add, if your not Against Fascism, WTF is wrong with you? Mostly poetry covering ALL subject areas: sex, politics, psychology, philosophy, literature, writing, life and death and death and life and blahblahblah . . . https://en.wikipedia.org/wiki/Terry_Trueman http://www.encyclopedia.com/children/scholarly-magazines/trueman-terry-1947 Terry Trueman (@ttrueman1215) • Instagram photos and videos. Medium top 2K writer.","1"
"120","Sara","Shepard","Hello! For lots of updates, follow me on twitter at @sarabooks, on Instagram at @saracshepard, and on Snapchat at sarabooks. I try very hard to get back to everyone, so send me a message! 
I'm from outside Philadelphia, lived in New York for a long time, Arizona for less time, and now I'm in Pittsburgh, PA.
At five, I made up stories about my sister's blanket, BeeBee. From there I wrote about squareheaded creatures, an environmental saga about little yellow men who live in vegetable gardens, teenage dramas well before I was a teenager, a book series about a Japanese girl who finds out her ancestors are samaurai (and she must be one, too), a bunch of arty short stories, and some books that maybe you've heard of. The PRETTY LITTLE LIARS series is based on my experiences there...kind of. 
I've also written THE LYING GAME, which is about a dead twin and an alive twin, THE HEIRESSES, which is about a rich family's curse, and THE PERFECTIONISTS, which is about five somewhat strangers who get everything they wanted...but that comes at a price. I wrote THE VISIBLES, which is about jackalopes and mental illness, and EVERYTHING WE EVER WANTED, which features a guy who discovers his ex lives on a commune. And then there's THE AMATEURS, a three-part series about amateur detectives (with a lot of soapy love stuff thrown in-- and a lot of scary, dark moments too). And finally, THE ELIZAS, which is about a young, unreliable narrator trying to figure out if someone's trying to kill her. 
Hit me up on twitter, Instagram, or Snapchat if you want to chat!","1"
"125","L. M.","Elliott","L. M. Elliott was an award-winning Washington, DC magazine journalist before becoming a New York Times best-selling author of 13 historical & biographical novels. Her novels explore a variety of eras (WWII, the American Revolution, the Cold War & the Italian Renaissance), are written for a variety of ages, & have received multiple national awards & starred reviews. For more: WWW.LMELLIOTT.COM. Her best known works: UNDER A WAR-TORN SKY, its sequel A TROUBLED PEACE, & HAMILTON AND PEGGY!. Her most recent: LOUISA JUNE AND THE NAZIS IN THE WAVES, WALLS, STORM DOG & SUSPECT RED. Coming soon: BEA AND THE NEW DEAL HORSE. W/ best-selling illustrator Lynn Munsinger, Elliott has also published 5 picture-books, including HUNTER'S BEST FRIEND. A lifelong Virginian, Elliott holds a B.A. from Wake Forest U & a M.A. in journalism from UNC-CH. ","1"
