"ISBN","name","Price","rating","GenreId","PublisherId","year","copies","description"
9780062218865,"Snuff (A Novel of Discworld)",9.99,1.23635,3,1,2012,729785,"At long last, Lady Sybil has lured her husband, Sam Vimes, on a well-deserved holiday away from the crime and grime of Ankh-Morpork. But for the commander of the City Watch, a vacation in the country is anything but relaxing. The balls, the teas, the muck—not to mention all that fresh air and birdsong—are more than a bit taxing on a cynical city-born and -bred copper."
9780062237378,"Small Gods (A Novel of Discworld)",9.99,2.64297,3,2,2013,114217,"Lost in the chill deeps of space between the galaxies, it sails on forever, a flat, circular world carried on the back of a giant turtle—"
9780062270306,"Twelve Recipes",27.99,4.91598,16,2,2014,379789,"Winner of the 2015 International Association of Culinary Professionals (IACP) Cookbook Award"
9780062272157,"The Eighth Day",16.99,1.53936,4,3,2014,468718,"Fans of Percy Jackson will devour this first book in Dianne K. Salerni's time-bending series that combines exciting magic and pulse-pounding suspense. In this riveting fantasy adventure, thirteen-year-old Jax Aubrey discovers a secret eighth day with roots tracing back to Arthurian legend."
9780061564901,"Paula (A Memoir)",16.99,2.31245,5,1,2013,465249,"When Isabel Allende's daughter, Paula, became gravely ill and fell into a coma, the author began to write the story of her family for her unconscious child. In the telling, bizarre ancestors appear before our eyes; we hear both delightful and bitter childhood memories, amazing anecdotes of youthful years, and the most intimate secrets passed along in whispers. With Paula, Allende has written a powerful autobiography whose straightforward acceptance of the magical and spiritual worlds will remind readers of her first book, The House of the Spirits."
9780062281753,"The December Project (An Extraordinary Rabbi and a Skeptical Seeker Confront Life's Greatest Mystery)",14.99,4.05375,11,2,2015,811955,"A Jewish Book Award Finalist"
9780062283597,"Big Nate: In a Class by Himself",7.99,1.14119,1,2,2015,325231,"“Big Nate is funny, big time.”--Jeff Kinney, author of Diary of a Wimpy Kid"
9780062287045,"Pretty Little Liars #16: Vicious",17.99,2.9473,6,2,2014,109328,"#1 New York Times bestselling series"
9780062294401,"The First Phone Call from Heaven (A Novel)",16.99,3.94555,3,3,2014,39080,"""What if the end is not the end?"""
9780062365750,"Lost River (A Cooper & Fry Mystery)",11.99,4.27839,3,2,2014,38988,"This atmospheric thriller is perfect for fans of Ian Rankin and Peter Robinson"
9780062297969,"Did God Kill Jesus? (Searching for Love in History's Most Famous Execution)",26.99,3.04111,8,1,2015,226405,"The popular Patheos blogger wants to restore the cross as primarily a symbol of God’s overwhelming love for us and to rescue Christians from the shame and guilt from seeing our situation as “sinners in the hands of an angry God,” which was an invention of the medieval church and became enshrined as orthodox Christianity."
9780062317384,"The Orphan Queen",17.99,4.79152,6,2,2015,972305,"An epic fantasy filled with adventure, intrigue, and romance from the New York Times bestselling coauthor of My Plain Jane, perfect for fans of Graceling by Kristin Cashore, The Girl of Fire and Thorns by Rae Carson, and Shadow and Bone by Leigh Bardugo."
9780062317605,"Bone Gap",17.99,4.62453,20,3,2015,822458,"National Book Award Finalist * Printz Award Winner for Best Young Adult Book of the Year"
9780062325310,"Savage Harvest (A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art)",18.99,3.67215,21,2,2014,717303,"The mysterious disappearance of Michael Rockefeller in remote New Guinea in 1961 has kept the world, and even Michael's powerful, influential family, guessing for years. Now, Carl Hoffman uncovers startling new evidence that finally tells the full, astonishing story."
9780062332585,"Endgame: The Calling",19.99,1.14916,6,1,2014,496564,"The New York Times bestseller and international multimedia phenomenon!"
9780062334824,"It Started with a Scandal (Pennyroyal Green Series)",7.99,1.79279,3,1,2015,760295,"Lord Philippe Lavay once took to the high seas armed with charm as lethal as his sword, and a stone-cold conviction: he'll restore his family's fortune and honor, no matter the cost. Victory is at last within reach—when a brutal attack snatches it from his grasp and lands him in Pennyroyal Green."
9780062337702,"The Promise of Palm Grove (Amish Brides of Pinecraft, Book One)",12.99,1.72923,3,3,2015,507856,"A young Amish woman finds herself torn between the man she’s pledged to wed and the man her heart desires in this heartwarming story of chance, duty, and choice in the face of love—the first volume in the beloved New York Times bestselling author’s new Amish Brides of Pinecraft series."
9780060916701,"The Fires of Jubilee (Nat Turner's Fierce Rebellion)",13.99,1.35811,9,1,2014,392805,"The bloody slave rebellion led by Nat Turner in Virginia in 1831 and the savage reprisals that followed shattered beyond repair the myth of the contented slave and the benign master, and intensified the forces of change that would plunge America into the bloodbath of the Civil War."
9780062348807,"The Tell-Tale Heart (A Novel)",14.99,2.43388,3,3,2015,698998,"A man’s life and his capacity for love mysteriously changes after a heart transplant in this dramatic and affecting novel—as provocative and poignant as the works of Jodi Picoult, Jojo Moyes, and Alice Sebold—from the acclaimed Orange Prize nominee and author of Lucky Bunny."
9780062353412,"Make It Count (A Bowler University Novel)",6.99,1.23977,3,3,2014,741070,"Kat Caruso wishes her brain had a return policy, or at least a complaint hotline. The defective organ is constantly distracted, terrible at statistics, and absolutely flooded with inappropriate thoughts about her boyfriend's gorgeous best friend, Alec . . . who just so happens to be her brand-new math tutor. Who knew nerds could be so hot?"
9780062369062,"Chase Me (A Broke and Beautiful Novel)",6.99,3.53388,3,2,2015,450352,"Winner of the RT Book Reviews March Seal of Excellence Award"
9780062370365,"The Bookseller (A Novel) - 9780062370365",25.99,2.95391,3,1,2015,265939,"A provocative and hauntingly powerful debut novel reminiscent of Sliding Doors, The Bookseller follows a woman in the 1960s who must reconcile her reality with the tantalizing alternate world of her dreams."
9780062380494,"The Elusive Lord Everhart (The Rakes of Fallow Hall Series)",8.99,1.73187,3,3,2015,867044,"Vivienne Lorret, the USA Today bestselling author of Winning Miss Wakefield, returns with a new series featuring the three roguish bachelors of Fallow Hall."
9780062392749,"One Mile Under (A Ty Hauck Novel) - 9780062392749",26.99,1.67707,3,1,2015,326955,"In New York Times bestselling author Andrew Gross's propulsive thriller, set amid the drought-stricken oil country of Colorado's beautiful high plains, Ty Hauck makes his long-awaited return rallying beaten-down farmers and ranchers against a giant energy company in a deadly confrontation involving murder, retaliation, and cover-up."
9780007155422,"Moondust (In Search of the Men Who Fell to Earth)",13.95,1.61502,9,3,2006,505223,"The Apollo lunar missions of the 1960s and 1970s have been called the last optimistic acts of the twentieth century. Twelve astronauts made this greatest of all journeys and were indelibly marked by it, for better or for worse. Journalist Andrew Smith tracks down the nine surviving members of this elite group to find their answers to the question ""Where do you go after you've been to the Moon?"""
9780007156122,"Man About Town (A Novel)",15.99,3.44477,3,1,2004,565510,"A congressional adviser and habitué of a cozy circuit of bars inside the Beltway, Joel Lingeman never quite felt middle-aged. At least not until he was abandoned by his partner of fifteen years and suddenly thrust into a dating scene with men half his age and no discernible trace of love handles. But this unexpected hole in his life inspires Joel's search for a 1964 edition ofan Esquire-like magazine that contained a swimsuit ad that obsessed and haunted him throughout his youth. Determined to find out what happened to the model shown in the ad, Joel slowly begins to understand what has happened to his own life. Sexy, smart, and deftly observed, Man About Town is a new twist on the idea that the personal is political and a must read for anyone who's ever wondered what happened to that first crush."
9780007161324,"The Lucky Ones",15.99,4.33929,3,3,2005,17251,"A young pregnant mother wrestles with an utterly changed life; a new father searches for a sign of the man he used to be; a daughter yearns for a lost childhood; and a mother reaches out in bewilderment to a child she can't fully understand. A rare novel that illuminates ""the bustling concourses of life"" without sacrificing emotional depth and complexity, The Lucky Ones confirms Rachel Cusk's place among our most incisive writers."
9780007163656,"Eating the Sun (How Plants Power the Planet)",15.99,1.6183,27,1,2009,917334,"This book title, Eating the Sun (How Plants Power the Planet), ISBN: 9780007163656, by Oliver Morton, published by HarperCollins (November 17, 2009) is available in paperback. Our minimum order quantity is 25 copies. All standard bulk book orders ship FREE in the continental USA and delivered in 4-10 business days."
9780007163670,"Politics (A Novel)",14.99,2.58547,3,3,2004,258197,"Politics is about: a) a threesome; b) politics"
9780007170609,"The Last Playboy (The High Life of Porfirio Rubirosa)",15.99,4.19233,5,3,2006,397466,"At one gilded moment in history, his fame was so great that he was known the world over by his nickname alone: Rubi. Pop songs were written about him. Women whom he had never met offered to leave their husbands for him. He had an eye for feminine beauty, particularly when it came with great wealth: Barbara Hutton, Doris Duke, Eva Perón, and Zsa Zsa Gabor. But he was a man's man as well, polo player and race-car driver, chumming around with the likes of Joe Kennedy, Frank Sinatra, Oleg Cassini, Aly Khan, and King Farouk. He was also a jewel thief, and an intimate of one of the world's most bloodthirsty dictators. And when he died at the age of fifty-six—wrapping his sports car around a tree in the Bois de Boulogne—a glamorous era of white dinner jackets at El Morocco and celebrity for its own sake died along with him."
9780060000028,"Warriors #1: Into the Wild",16.99,2.05623,4,3,2003,852814,"Epic adventures. Fierce warrior cats. A thrilling fantasy world. It all begins here."
9780060000035,"Warriors #2: Fire and Ice",16.99,1.35341,4,2,2003,748437,"The second book in Erin Hunter’s #1 nationally bestselling Warriors series"
9780060000042,"Warriors #3: Forest of Secrets",16.99,2.72108,4,2,2003,964919,"The third book in Erin Hunter’s #1 nationally bestselling Warriors series"
9780060000059,"Warriors #4: Rising Storm",16.99,4.25079,4,3,2004,55806,"The fourth book in Erin Hunter’s #1 nationally bestselling Warriors series"
9780060000066,"Warriors #5: A Dangerous Path",16.99,3.24036,4,3,2004,404200,"The fifth book in Erin Hunter’s #1 nationally bestselling Warriors series"
9780060000073,"Warriors #6: The Darkest Hour",17.99,4.73675,4,3,2004,438604,"The sixth book in Erin Hunter’s #1 nationally bestselling Warriors series"
9780060000189,"Hurricane (A Novel)",16.99,2.98381,4,1,2008,787300,"The powerful story of a boy's fear and courage in the face of a force of nature too huge to even imagine."
9780060000806,"The Treasure of Montsegur (A Novel of the Cathars)",14.99,2.32744,3,3,2003,461509,"One woman's unforgettable quest for freedom, love, and god."
9780060001049,"Bad Boys",7.99,2.86274,4,1,2006,44037,"Wally and Willy are on the lam again. But as Willimina and Wallanda, they're free and clear . . . or are they? These cleverly disguised wolves think they can fool an entire flock with their womanly wool-wear, but three savvy sheep expose their plan. It looks like another close shave for these baa-aad boys!"
9780060001100,"The Perfect Pet",7.99,2.34789,1,2,2009,17720,"A funny book to share with kids who really, really, REALLY want a pet!"
9780060001209,"3 Little Firefighters",6.99,4.35533,4,2,2003,499988,"We're missing all our buttons! Three firefighters scramble to find 3 sets of matching buttons before the big parade starts. A lively introduction to the simple math concept of sorting by attributes."
9780060001230,"100 Days of Cool",6.99,3.56074,29,1,2003,305185,"Stuart J. Murphy travels all over the United States talking to thousands of kids. And you'll never believe what they talk about: MATH! Stuart shows kids that they use math every day -- to share a pizza, spend their allowance, and even sort socks. Stuart writes funny stories about math -- and if you read his bookIBSN, you'll start to see the fun in math, too."
9780060001278,"Earth Day--Hooray!",17.99,2.43788,4,1,2004,683816,"Earth Day is on the way, and Ryan, Luke, and Carly have a plan. If they manage to collect and recycle 5,000 aluminum cans, they can make enough money to buy some beautiful flowers for nearby Gilroy Park."
9780060001322,"Leaping Lizards",6.99,3.48711,1,2,2005,848613,"Stuart J. Murphy travels all over the UnitedStates talking to thousands of kids. And you'll never believe what they talk about: MATH! Stuart shows kids that they use math every day -- to share a pizza, spend their allowance, even sort socks. Stuart writes funny stories about math -- and if you read his bookIBSN, you'll start to see the fun in math, too."
9780060001445,"Her Highness, My Wife",7.99,3.7928,3,1,2002,437471,"Women never said no to the dashing Lord Matthew Weston and he never said no to them. But this was the first time he found one tempting enough to impetuously say ""I do."" Was it any wonder he awoke to discover her gone? And when Matthew learned the enchanting creature he'd married was of royal blood -- and would abandon their marriage bed without a second thought -- he vowed to put her out of his life forever."
9780060001452,"Love With the Proper Husband",8.99,1.36618,3,2,2003,990664,"Distressed over the current widespread disinterest inmatrimony among their eminently marriageable offspring, the formidable matriarchs of the ton have taken matters into their own meddling hands with the formation of The Ladies' Society for the Betterment of the Future of Britain. Their first challenge: the Earl of Pennington."
9780060001506,"Diary of a Worm",17.99,3.94935,1,1,2003,692202,"#1 New York Times Bestseller!"
9780060001537,"Diary of a Spider",17.99,2.42952,1,3,2005,656910,"#1 New York Times Bestseller!"
9780060001568,"Diary of a Fly",16.99,1.57111,4,3,2007,995191,"This is the diary...of a fly. A fly who, when she's not landing on your head or swimming in your soup, is trying to escape her 327 brothers and sisters who are driving her crazy!"
9780060002077,"A Gentleman's Honor",8.99,3.99502,3,1,2003,281401,"The Season has yet to begin, and the second member of the Bastion Club, tall, handsome Anthony Blake, Viscount Torrington, is already a target for every matchmaking mama in London. None of their flighty daughters can fix his interest, but a certain lady does..."
9780060002107,"Ignorance (A Novel)",15.99,1.18169,3,2,2003,535129,"A New York Times Notable Book"
9780060002244,"Wallace's Lists",16.99,3.09877,4,3,2004,752480,"Wallace, a mouse, could do almost anything. Anything that is, as long as he had a list."
9780060004330,"Raising Blaze (A Mother and Son's Long, Strange Journey into Autism)",15.99,2.92214,14,2,2003,961689,"When you have a child that doesn't fit in, what do you do? Debra Ginsberg knew that her son, Blaze, was unique from the moment he was born in 1987. What she didn't know was that Blaze's differences would be regarded by the outside world not as gifts, but as impediments to social and academic success. Blaze never crawled. He just got up and walked when he turned one. He called his mother 'Zsa Zsa' until he was three. By kindergarten, he loved the music of Miles Davis and Ella Fitzgerald. He fears butterflies and is fascinated by garbage trucks. With the same honesty that made Waiting a success, Raising Blaze: Bringing Up an Extraordinary Son in an Ordinary World chronicles Debra's experience in raising a child who has defied definition by the host of professionals who have sought to label his differences. Ginsberg introduces us to a remarkable child and her own unusual childhood. She writes about a family which shows us the redemptive power of faith, humour and love."
9780060004408,"A People's History of the American Revolution (How Common People Shaped the Fight for Independence)",13.99,2.99167,21,3,2002,180922,"A sweeping narrative of the wartime experience, A People's History of the American Revolution is the first book to view the revolution through the eyes of common folk. Their stories have long been overlooked in the mythic telling of America's founding, but are crucial to a comprehensive understanding of the fight for independence. Now, the experiences of farmers, laborers, rank and file soldiers, women, Native Americans, and African Americans -- found in diaries, letters, memoirs and other long-ignored primary sources -- create a gritty account of rebellion, filled with ideals and outrage, loss, sacrifice, and sometimes scurrilous acts...but always ringing with truth."
9780060004446,"Power Plays (Win or Lose--How History's Great Political Leaders Play the Game)",17.99,2.24349,15,2,2003,583878,"Dick Morris is one of the frankest and most incisive political observers in America today. A fiercely intelligent presidential advisor and a popular columnist and political analyst for the Fox News Channel, Morris now brings his brilliant strategic mind to this fascinating survey of the most dramatic political moves in history."
9780060004705,"Engaged to Die (A Death on Demand Mystery)",7.99,3.93365,3,2,2004,944869,"When wealthy, widowed art patron Virginia Neville officially announces her engagement to Jake O'Neill -- her handsome, charming, and much younger fiancé -- at a gala gallery opening, not all the gathered friends and stepfamily are pleased. And before the last champagne bubble pops, murder disrupts the grand celebration. Bookstore owner Annie Darling has a vested interest in the investigation, and she's determined to untangle an unholy marriage of jealousy, blackmail, and malicious mischief, even if it means having to cross swords with hubby Max and cross paths with a cruelly clever stalker."
9780060004750,"Murder Walks the Plank (A Death on Demand Mystery)",6.99,1.17427,3,3,2005,131379,"Annie Darling's murder mystery cruise in the waters off her not-always-idyllic isle of Broward's Rock is going swimmingly -- until one of the revelers plunges overboard. And despite hubby Max's courageous rescue attempt, faux murder turns all too quickly into real-life death. As the body count rises over the next few days, the popular proprietress of the Death on Demand bookstore begins to suspect that all the victims were murdered most foully, and that they are all connected in some unknown way. But what intrepid crime solver Annie does not realize is that the killer she seeks is more ingeniously efficient than most -- and the puzzle she wishes to unravel is, in reality, a time bomb packed with an explosive mix of arson, assault, kidnapping, robbery ... and homicide, naturally."
9780060004774,"Death of the Party",7.99,2.31846,3,1,2006,887485,"Britt Barlow is certain her media mogul brother-in-law Jeremiah Addison's fatal tumble a year ago was no accident -- especially since she herself discovered, and disposed of, the trip wire someone had strung across the stairs. Now she's bringing all who were in attendance that weekend back to Golden Silk -- Addison's luxurious secluded island estate -- and inviting two extra guests, Annie and Max Darling, to help uncover a killer."
9780060004798,"Mrs. McNosh Hangs Up Her Wash",7.99,1.51488,1,1,2002,915996,"Mrs. McNosh's wash is certainly big-and definitely wacky. You'll be surprised to see what is hanging on her clothesline by the end of the day!"
9780060004903,"World Gone By (A Novel)",27.99,2.13758,3,2,2015,255870,"Dennis Lehane, the New York Times bestselling author of Live by Night—now a Warner Bros. movie starring Ben Affleck—delivers a psychologically, morally complex novel of blood, crime, passion, and vengeance, set in Cuba and Ybor City, Florida, during World War II, in which Joe Coughlin must confront the cost of his criminal past and present."
9780060005719,"The Brewmaster's Table (Discovering the Pleasures of Real Beer with Real Food)",19.99,1.9137,16,3,2005,204551,"Winner of the International Association of Culinary Professionals’ Award for Best Cookbook in the Wine, Beer or Spirits category."
9780060005771,"The Story of the Trapp Family Singers",16.99,2.27545,5,2,2001,340042,"With nearly 1,500 Broadway performances, six Tony Awards, more than three million albums sold, and five Academy Awards, The Sound of Music, based on the lives of Maria, the baron, and their singing children, is as familiar to most of us as our own family history. But much about the real-life woman and her family was left untold."
9780060006228,"How to Talk to Your Cat",7.99,3.67398,1,1,2003,298335,"Jean Craighead George, Newbery Medal-winning author of over 80 bookIBSN about nature and animals, demonstrates in words and photos how to communicate with that ever-mysterious, ever-lovable animal -- the cat."
9780060006235,"How to Talk to Your Dog",7.99,2.10637,24,3,2003,24355,"Jean Craighead George, Newbery Medal -- winning author of over 80 bookIBSN about nature and animals, demonstrates in words and photos how to communicate with your best friend."
9780060006792,"The Agile Gene (How Nature Turns on Nurture)",17.99,3.16932,27,3,2004,832205,"Armed with extraordinary new discoveries about our genes, acclaimed science writer Matt Ridley turns his attention to the nature-versus-nurture debate in a thoughtful book about the roots of human behavior."
9780060007287,"A Fine, Fine School",7.99,3.10982,1,2,2003,840251,"A Fine, Fine School is a delight for kids, with its colorful illustrations and gentle comeuppance for a well-meaning principal who learns that learning outside of school can be just as important as being in school."
9780060007447,"Writings on an Ethical Life",16.99,1.21013,31,1,2001,734113,"Love him or hate him, you certainly can't ignore him. For the past twenty years, Australian philosopher and professor of bioethics Peter Singer has pushed the hot buttons of our collective conscience. In addition to writing the book that sparked the modern animal rights movement, Singer has challenged our most closely held beliefs on the sanctity of human life, the moral obligation's of citizens of affluent nations toward those living in the poorest countries of the world, and much more, with arguments that intrigue as often and as powerfully as they incite."
9780060007676,"Surviving Hitler (A Boy in the Nazi Death Camps)",7.99,2.58734,1,3,2002,653781,"The life-changing story of a young boy’s struggle for survival in a Nazi-run concentration camp. Narrated in the voice of Holocaust survivor Jack Mandelbaum, this harrowing true story includes black-and-white photos from the archives of the U.S. Holocaust Memorial Museum."
9780060007799,"The Blackbirder (Book Two of the Brethren of the Coast)",15.99,3.60094,3,1,2002,919598,"In a blind rage, King James, ex-slave and now Marlowe's comrade in arms, slaughters the crew of a slave ship and makes himself the most wanted man in Virginia. The governor gives Marlowe a choice: Hunt James down and bring him back to hang or lose everything Marlowe has built for himself and his wife, Elizabeth."
9780060007942,"Ruby Ridge (The Truth and Tragedy of the Randy Weaver Family)",16.99,1.33212,9,2,2002,975432,"On the last hot day of summer in 1992, gunfire cracked over a rocky knob in northern Idaho, just south of the Canadian border. By the next day three people were dead, and a small war was joined, pitting the full might of federal law enforcement against one well-armed family. Drawing on extensive interviews with Randy Weaver's family, government insiders, and others, Jess Walter traces the paths that led the Weavers to their confrontation with federal agents and led the government to treat a family like a gang of criminals."
9780060007997,"For Parents and Teenagers (Dissolving the Barrier Between You and Your Teen)",13.99,3.5221,11,1,2003,376724,"The author of Choice Theory and Reality Therapy offers a powerful approach for helping troubled teens."
9780060008017,"Beyond Genetics (The User's Guide to DNA)",13.95,3.62815,11,3,2004,41014,"Genetic science is about to radically alter our lives. Sooner than you can imagine, human beings will be capable of diagnosing their own illnesses, designating the sex of their children, even designing the food they eat -- all as easily as using a cell phone. Now is the time for every one of us to take control of our DNA, and one man is uniquely qualified to show us how: Glenn McGee, bioethicist at the University of Pennsylvania, pioneer in the study of ""home genetics,"" and the acknowledged wunderkind of the exciting world found at the nexus of life science and computer technology."
9780060008468,"The Earth Dragon Awakes (The San Francisco Earthquake of 1906)",7.99,1.23914,1,1,2008,543036,"Over the years the earth has moved many times under San Francisco. But it has been thirty-eight years since the last strong earthquake. People have forgotten how bad it can be. But soon they will remember."
9780060008734,"Democracy in America: Abridged Edition",16.99,3.2576,15,2,2007,59655,"The abridged edition of the enduring masterwork—a classic portrait of America's culture and people"
9780060008819,"Dot.con (How America Lost Its Mind and Money in the Internet Era)",17.99,4.02975,32,1,2003,852843,"The Internet stock bubble wasn't just about goggle-eyed day traderstrying to get rich on the Nasdaq and goateed twenty-five-year-olds playing wannabe Bill Gates. It was also about an America that believed it had discovered the secret of eternal prosperity: it said something about all of us, and what we thought about ourselves, as the twenty-first century dawned. John Cassidy's Dot.con brings this tumultuous episode to life. Moving from the Cold War Pentagon to Silicon Valley to Wall Street and into the homes of millions of Americans, Cassidy tells the story of the great boom and bust in an authoritative and entertaining narrative. Featuring all the iconic figures of the Internet era -- Marc Andreessen, Jeff Bezos, Steve Case, Alan Greenspan, and many others -- and with a new Afterword on the aftermath of the bust, Dot.con is a panoramic and stirring account of human greed and gullibility."
9780060008918,"Until Death Do Us Part (My Struggle to Reclaim Colombia)",15.99,3.96848,20,3,2008,194311,"In 2002, Colombian senator, anticorruption crusader, and presidential candidate Ingrid Betancourt was kidnapped by leftist guerrillas. She was their prisoner for more than six years. Until now."
9780060008956,"Dharma Punx",16.99,2.72634,8,3,2004,340172,"Fueled by the music of revolution, anger, fear, and despair, we dyed our hair or shaved our heads ... Eating acid like it was candy and chasing speed with cheap vodka, smoking truckloads of weed, all in a vain attempt to get numb and stay numb."
9780060009052,"Mary Ingalls on Her Own",16.99,1.04379,4,2,2007,629531,"Mary IngalLs lost her sight after a devastating bout of scarlet fever. Now Mary has the opportunity to attend the Iowa College for the Blind, where she will get a fresh start with her education and can learn the skills she needs for an independent future as well."
9780060009243,"See Jane Score",8.99,1.21454,3,2,2003,888272,"Award–winner and USA Today bestselling author Rachel Gibson's smart, sassy contemporary romances are making her one of the genre's fastest rising stars."
9780060009366,"Cooking the RealAge (R) Way (Turn back your biological clock with more than 80 delicious and easy recipes)",14.95,1.15643,16,2,2006,215156,"The #1 New York Times bestselling author of RealAge® and coauthor of You: The Owner's Manual shows you how to cook your way to a younger you."
9780060010126,"Owen's Marshmallow Chick",7.99,3.86714,4,1,2002,778643,"""My favorite,"" said Owen when he saw the marshmallow chick."
9780060011079,"Miss Lady Bird's Wildflowers (How a First Lady Changed America)",17.99,4.93675,24,2,2005,500456,"Bluebonnets and lady's slippers, larkspurs and blazing stars, black-eyed Susans and Granny's nightcaps."
9780060011109,"¿El canguro tiene mamá? (Does a Kangaroo Have a Mother, Too? (Spanish edition))",17.99,3.35168,4,3,2002,453498,"This high-quality Spanish-language book can be enjoyed by fluent Spanish speakers as well as those learning the language, whether at home or in a classroom."
