id,FirstName,LastName,Biography,PublisherId
69,Rene King,Moreno,"Ginger Foglesong Gibson is the author of the popular bilingual books ¡Fiesta!, Siesta, and ¡Bravo! She grew up in Mexico, Arizona, Switzerland, and Costa Rica and received her B.S. degree in early childhood education from the University of Virginia. She lives in Seattle, Washington.",1
253,Christina,Dodd,"New and noteworthy!
— FORGET WHAT YOU KNOW
Forget what you know…yet the past remembers.
— POINT LAST SEEN
When you’ve already died, there should be nothing left to fear…
--WELCOME TO GOTHIC
Welcome to the present 
Welcome to the past
WELCOME TO GOTHIC 
New York Times bestseller Christina Dodd writes “Edge-of-the-seat suspense.” —(Iris Johansen) with “brilliantly etched characters, polished writing, and unexpected flashes of sharp humor that are pure Dodd.” (ALA Booklist) Follow Christina on Amazon to receive notices about her upcoming and new releases. 
Christina's 60 full-length novels have been translated into twenty-five languages, won the prestigious Golden Heart and RITA Awards, and been called the year's best by Library Journal and ALA Booklist. Much to her mother's delight, Dodd has been a clue in the Los Angeles Times crossword puzzle. And let us not forget the infamous three armed cover… Her legions of fans know that when they pick up a Christina Dodd book, they'll find the story, ""Wildly entertaining, wickedly witty!""
Please accept my invitation to enjoy my newsy, funny, book-centric mailings! Join at ChristinaDodd.com.",1
168,Cynthia,Rylant,"Cynthia Rylant is the author of numerous distinguished novels and picture books for young readers. In addition to her beginning-reader series: Henry and Mudge, Poppleton, and Mr. Putter and Tabby, as well as her Cobble Street Cousins early-chapter series, she is also the author of the Newbery Medal-winning Missing May, the Newbery Honor Book A Fine White Dust, and two Caldecott Honor-winning picture books.",1
248,Fumi,Kosaka,"Cynthia Rylant is the author of numerous distinguished novels and picture books for young readers. In addition to her beginning-reader series: Henry and Mudge, Poppleton, and Mr. Putter and Tabby, as well as her Cobble Street Cousins early-chapter series, she is also the author of the Newbery Medal-winning Missing May, the Newbery Honor Book A Fine White Dust, and two Caldecott Honor-winning picture books.",1
27,Philemon,Sturges,"Philemon has had a strong appetite for books since he was a boy. He loves to read books and poetry aloud in his booming voice. The father of three grown daughters, Philemon enjoys visiting schools and writing for a young audience. ""Everything is new to kids,"" says Philemon. ""it is an honor to introduce them to things -- plus, it's fun!"" 
A former award-winning architect, Philemon now uses his vision to create books rather than buildings. Philemon had his first book published in 1995 and has published at least a book a year since then. He typically likes to work on two or three new story ideas at a time. 
As a boy, Philemon spent many summers at his grandpa's house in Bristol, Rhode Island, where he fell in love with boats and the sea. After a four-year Navy stint in Japan, he moved back to Rhode Island. When he wasn't working on the development of downtown Providence, the waterfront of Newport, or the boat basin on Nantucket, he spent his time sailing, clamming, and riding the waves in his dory, the Dawn Treader. He even spent a year living on an old ferryboat moored in Providence Harbor. 
Currently, Philemon splits his time between the city and the country. He can be found at home in the heart of Boston's South End (in a brownstone he redesigned) or out in the charming country town of Princeton, Massachusetts. He lives with his wife, Judy Sue, and his two dogs, Rufina and Giotto. Wherever he is, Philemon enjoys cooking and eating and spending time with friends. (Rufina and Giotto love his leftovers!)",1
361,Shari,Halpern,"Philemon has had a strong appetite for books since he was a boy. He loves to read books and poetry aloud in his booming voice. The father of three grown daughters, Philemon enjoys visiting schools and writing for a young audience. ""Everything is new to kids,"" says Philemon. ""it is an honor to introduce them to things -- plus, it's fun!"" 
A former award-winning architect, Philemon now uses his vision to create books rather than buildings. Philemon had his first book published in 1995 and has published at least a book a year since then. He typically likes to work on two or three new story ideas at a time. 
As a boy, Philemon spent many summers at his grandpa's house in Bristol, Rhode Island, where he fell in love with boats and the sea. After a four-year Navy stint in Japan, he moved back to Rhode Island. When he wasn't working on the development of downtown Providence, the waterfront of Newport, or the boat basin on Nantucket, he spent his time sailing, clamming, and riding the waves in his dory, the Dawn Treader. He even spent a year living on an old ferryboat moored in Providence Harbor. 
Currently, Philemon splits his time between the city and the country. He can be found at home in the heart of Boston's South End (in a brownstone he redesigned) or out in the charming country town of Princeton, Massachusetts. He lives with his wife, Judy Sue, and his two dogs, Rufina and Giotto. Wherever he is, Philemon enjoys cooking and eating and spending time with friends. (Rufina and Giotto love his leftovers!)",1
560,Kate,McMullan,"Kate McMullan has written more than one hundred books for kids, including the award-winning I STINK! and other ‘big vehicle books,’ illustrated by her husband, Jim McMullan. These books are the inspiration for “THE STINKY & DIRTY SHOW,” now streaming its second season on Amazon. She's written books to encourage new readers: the FLUFFY THE CLASSROOM GUINEA PIG series and PEARL & WAGNER, about a rabbit-mouse friendship. She's written the early chapter book series, DRAGON SLAYERS ACADEMY, to entice struggling readers with lots of Medieval mayhem, bad knock-knock jokes, and a pig Latin-speaking pig. For middle graders, Kate has written ten MYTH-O-MANIA books, the Greek myths as told by Hades. Recent picture books include I'M TOUGH!, HOW DO YOU GO TO SLEEP? and AS WARM AS THE SUN starring the McMullan French bulldogs, Toby and Pinkie. Kate grew up in St. Louis and now lives in New York City.",1
79,Jim,McMullan,"Kate McMullan has written more than one hundred books for kids, including the award-winning I STINK! and other ‘big vehicle books,’ illustrated by her husband, Jim McMullan. These books are the inspiration for “THE STINKY & DIRTY SHOW,” now streaming its second season on Amazon. She's written books to encourage new readers: the FLUFFY THE CLASSROOM GUINEA PIG series and PEARL & WAGNER, about a rabbit-mouse friendship. She's written the early chapter book series, DRAGON SLAYERS ACADEMY, to entice struggling readers with lots of Medieval mayhem, bad knock-knock jokes, and a pig Latin-speaking pig. For middle graders, Kate has written ten MYTH-O-MANIA books, the Greek myths as told by Hades. Recent picture books include I'M TOUGH!, HOW DO YOU GO TO SLEEP? and AS WARM AS THE SUN starring the McMullan French bulldogs, Toby and Pinkie. Kate grew up in St. Louis and now lives in New York City.",1
370,Cathy,Maxwell,"Cathy Maxwell has written over forty historical romances known for love and laughter, hit the New York Times and USA Today lists, been nominated for or won some nice awards, made dynamite reading and writing friends, AND has had the time of her life. To discover more about Cathy and her books, visit www.cathymaxwell.com to sign up for her occasional newsletters. Or, follow her on FB, Instagram, Twitter, and TikTok at maxwellcathy. 
For a list of Cathy Maxwell's books--www.cathymaxwell.com
#HistoricaRomance #LoveandLaughter #MarriageofConvenience #RomanceNovels",1
419,Ellen,Schreiber,"Ellen Schreiber was an actress and a stand-up comedienne before becoming a writer and moving to her own Dullsville. She is the author of Teenage Mermaid, Comedy Girl, and all of the books in the Vampire Kisses series. Vampire Kisses is an ALA Quick Pick for Reluctant Young Adult Readers, a New York Public Library Book for the Teen Age, and an IRA/CBC Young Adults' Choice.",1
512,Yxta Maya,Murray,"Yxta Maya Murray is a novelist, art critic, playwright, and law professor. The author of nine books, her most recent include the story collection, The World Doesn’t Work That Way, but It Could (University of Nevada Press, 2020), which was named a 2020 Best Book by BuzzFeed News. She also recently published the novel, Art Is Everything (TriQuarterly Press, 2021). The winner of a Whiting Award and an Art Writer's Grant, she has been named a fellow at the Huntington Library in Pasadena, California. ",1
105,Milan,Kundera,"Milan Kundera, born in Brno, Czechoslovakia, was a student when the Czech Communist regime was established in 1948, and later worked as a labourer, jazz musician and professor at the Institute for Advanced Cinematographic Studies in Prague. After the Russian invasion in August 1968, his books were proscribed. In 1975, he and his wife settled in France, and in 1981, he became a French citizen. He is the author of the novels The Joke, Life is Elsewhere, Farewell Waltz, The Book of Laughter and Forgetting, The Unbearable Lightness of Being, and Immortality, and of the short-story collection Laughable Loves - all originally in Czech. His most recent novels, Slowness, Identity and Ignorance, as well as his non-fiction works The Art of the Novel and Testaments Betrayed, were originally written in French.
Photo by Elisa Cabot (Flickr) [CC BY-SA 2.0 (http://creativecommons.org/licenses/by-sa/2.0)], via Wikimedia Commons.",1
429,Richard,Bausch,"An acknowledged master of the short story, Richard Bausch has written 11 novels and eight collections of short fiction. He has won two National Magazine Awards, a Guggenheim Fellowship, a Lila-Wallace Reader's Digest Fund Writer's Award, the Award of the American Academy of Arts and Letters, and The 2004 PEN/Malamud Award for Excellence in the Short Story as well as the 2010 Dayton Peac Prize for his novel Peace. Before, During, After - a novel, is forthcoming.",1
424,Alyssa Satin,Capucilli,"Alyssa Satin Capucilli is the author of the popular books about the little yellow puppy named Biscuit. She lives in Hastings-on-Hudson, New York. 
Photo from Goodreads.",1
418,Pat,Schories,"Alyssa Satin Capucilli is the author of the popular books about the little yellow puppy named Biscuit. She lives in Hastings-on-Hudson, New York. 
Photo from Goodreads.",1
134,Dwayne,Ashley,"One of America’s leading political analysts, writers and thinkers, Williams has made his career a model of ""meeting in the middle"", working as a reporter for NPR, The Washington Post and now, as political analyst for Fox News. As co-host of Fox’s The Five and a regular panelist on Fox News Sunday and Special Report with Bret Baier, Williams is unflinching in his dedication to informing viewers and challenging Fox’s conservative stalwarts, bringing balance to critical conversations. He is also the author of six best-selling books, an Emmy-winning journalist and a columnist for The Hill. Acknowledged as one of America’s top speakers, Williams is lauded for his exceptional storytelling and deep knowledge of politics, current events, the media, history, Black America and civil rights. With a recognized talent for motivating and inspiring audiences, he challenges us to stand up, speak out, and participate in our political process.
 With the release of his latest book, What the Hell Do You Have to Lose?: Trump’s War on Civil Rights, Williams expands on his work as a civil rights historian and chronicler of American politics and social justice. Making a fact-based case, he sounds the alarm that the many strides made in the decades between Dr. King and President Obama have been put in serious jeopardy in the era of President Trump. The book follows Williams’s multiple best-sellers, including Eyes on the Prize; We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers’ Vision of America; Thurgood Marshall: American Revolutionary; Enough: The Phony Leaders, Dead-End Movements, and Culture of Failure That Are Undermining Black America—and What We Can Do About It: This Far by Faith; Stories from the African American Religious Experience; and Muzzled: The Assault on Honest Debate. During four decades of experience reporting from Washington, Williams has interviewed numerous Washington power players and elected officials (including Presidents Obama, George W. Bush, Bill Clinton, George H.W. Bush, and Ronald Reagan) giving him a unique vantage point on America's constantly evolving political climate.
As a speaker, Williams has earned a sterling reputation for graciousness, consummate professionalism, entertaining storytelling, and commitment to partnering with event leadership. Known as much for his preparation as his performance, he gets to know your organization and the goals of the event, delivering a keynote experience that is personalized, inspiring, authentic and unforgettable.",1
251,Juan,Williams,"One of America’s leading political analysts, writers and thinkers, Williams has made his career a model of ""meeting in the middle"", working as a reporter for NPR, The Washington Post and now, as political analyst for Fox News. As co-host of Fox’s The Five and a regular panelist on Fox News Sunday and Special Report with Bret Baier, Williams is unflinching in his dedication to informing viewers and challenging Fox’s conservative stalwarts, bringing balance to critical conversations. He is also the author of six best-selling books, an Emmy-winning journalist and a columnist for The Hill. Acknowledged as one of America’s top speakers, Williams is lauded for his exceptional storytelling and deep knowledge of politics, current events, the media, history, Black America and civil rights. With a recognized talent for motivating and inspiring audiences, he challenges us to stand up, speak out, and participate in our political process.
 With the release of his latest book, What the Hell Do You Have to Lose?: Trump’s War on Civil Rights, Williams expands on his work as a civil rights historian and chronicler of American politics and social justice. Making a fact-based case, he sounds the alarm that the many strides made in the decades between Dr. King and President Obama have been put in serious jeopardy in the era of President Trump. The book follows Williams’s multiple best-sellers, including Eyes on the Prize; We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers’ Vision of America; Thurgood Marshall: American Revolutionary; Enough: The Phony Leaders, Dead-End Movements, and Culture of Failure That Are Undermining Black America—and What We Can Do About It: This Far by Faith; Stories from the African American Religious Experience; and Muzzled: The Assault on Honest Debate. During four decades of experience reporting from Washington, Williams has interviewed numerous Washington power players and elected officials (including Presidents Obama, George W. Bush, Bill Clinton, George H.W. Bush, and Ronald Reagan) giving him a unique vantage point on America's constantly evolving political climate.
As a speaker, Williams has earned a sterling reputation for graciousness, consummate professionalism, entertaining storytelling, and commitment to partnering with event leadership. Known as much for his preparation as his performance, he gets to know your organization and the goals of the event, delivering a keynote experience that is personalized, inspiring, authentic and unforgettable.",1
89,Adrienne,Ingrum,"One of America’s leading political analysts, writers and thinkers, Williams has made his career a model of ""meeting in the middle"", working as a reporter for NPR, The Washington Post and now, as political analyst for Fox News. As co-host of Fox’s The Five and a regular panelist on Fox News Sunday and Special Report with Bret Baier, Williams is unflinching in his dedication to informing viewers and challenging Fox’s conservative stalwarts, bringing balance to critical conversations. He is also the author of six best-selling books, an Emmy-winning journalist and a columnist for The Hill. Acknowledged as one of America’s top speakers, Williams is lauded for his exceptional storytelling and deep knowledge of politics, current events, the media, history, Black America and civil rights. With a recognized talent for motivating and inspiring audiences, he challenges us to stand up, speak out, and participate in our political process.
 With the release of his latest book, What the Hell Do You Have to Lose?: Trump’s War on Civil Rights, Williams expands on his work as a civil rights historian and chronicler of American politics and social justice. Making a fact-based case, he sounds the alarm that the many strides made in the decades between Dr. King and President Obama have been put in serious jeopardy in the era of President Trump. The book follows Williams’s multiple best-sellers, including Eyes on the Prize; We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers’ Vision of America; Thurgood Marshall: American Revolutionary; Enough: The Phony Leaders, Dead-End Movements, and Culture of Failure That Are Undermining Black America—and What We Can Do About It: This Far by Faith; Stories from the African American Religious Experience; and Muzzled: The Assault on Honest Debate. During four decades of experience reporting from Washington, Williams has interviewed numerous Washington power players and elected officials (including Presidents Obama, George W. Bush, Bill Clinton, George H.W. Bush, and Ronald Reagan) giving him a unique vantage point on America's constantly evolving political climate.
As a speaker, Williams has earned a sterling reputation for graciousness, consummate professionalism, entertaining storytelling, and commitment to partnering with event leadership. Known as much for his preparation as his performance, he gets to know your organization and the goals of the event, delivering a keynote experience that is personalized, inspiring, authentic and unforgettable.",1
602,Mary O'Keefe,Young,"Alyssa Satin Capucilli is the author of the popular books about the little yellow puppy named Biscuit. She lives in Hastings-on-Hudson, New York. 
Photo from Goodreads.",1
252,Chris,Crutcher,"Chris Crutcher grew up in Cascade, Idaho, and now lives in Spokane, Washington. He is the critically acclaimed author of six novels and a collection of short stories for teenagers, all chosen as ALA Best Books. In 2000, he was awarded the American Library Association's Margaret A. Edwards Award, honoring his lifetime contribution in writing for teens. Drawing on his experience as an athlete, teacher, family therapist, and child protection specialist, he unflinchingly writes about real and often-ignored issues that face teenagers today.",1
322,Terry,Pratchett,"Terry Pratchett sold his first story when he was fifteen, which earned him enough money to buy a second-hand typewriter. His first novel, a humorous fantasy entitled The Carpet People, appeared in 1971 from the publisher Colin Smythe. Terry worked for many years as a journalist and press officer, writing in his spare time and publishing a number of novels, including his first Discworld novel, The Color of Magic, in 1983. In 1987 he turned to writing full time, and has not looked back since. To date there are a total of 36 books in the Discworld series, of which four (so far) are written for children. The first of these children's books, The Amazing Maurice and His Educated Rodents, won the Carnegie Medal. A non-Discworld book, Good Omens, his 1990 collaboration with Neil Gaiman, has been a longtime bestseller, and was reissued in hardcover by William Morrow in early 2006 (it is also available as a mass market paperback (Harper Torch, 2006) and trade paperback (Harper Paperbacks, 2006). Terry's latest book, Nation, a non-Discworld standalone YA novel was published in October of 2008 and was an instant New York Times and London Times bestseller. Regarded as one of the most significant contemporary English-language satirists, Pratchett has won numerous literary awards, was named an Officer of the British Empire “for services to literature” in 1998, and has received four honorary doctorates from the Universities of Warwick, Portsmouth, Bath, and Bristol. His acclaimed novels have sold more than 55 million copies (give or take a few million) and have been translated into 36 languages. Terry Pratchett lived in England with his family, and spent too much time at his word processor. Some of Terry's accolades include: The Carnegie Medal, Locus Awards, the Mythopoetic Award, ALA Notable Books for Children, ALA Best Books for Young Adults, Book Sense 76 Pick, Prometheus Award and the British Fantasy Award.",1
239,Joseph,Wambaugh,"Joseph Wambaugh, a former LAPD detective sergeant, is the bestselling author of eighteen prior works of fiction and nonfiction, including The Choirboys and The Onion Field. Tim Rutten of the Los Angeles Times' said, ""Joseph Wambaugh is one of those Los Angeles authors whose popular success always has overshadowed his importance as a writer. Wambaugh is an important writer not simply because he's ambitious and technically accomplished, but also because he 'owns' a critical slice of L.A.'s literary real estate: the Los Angeles Police Department -- not just its inner workings, but also its relationship to the city's political establishment and to its intricately enmeshed social classes. There is no other American metropolis whose civic history is so inextricably intertwined with the history of its police department. That alone would make Wambaugh's work significant, but the importance of his best fiction and nonfiction is amplified by his unequaled ability to capture the nuances of the LAPD's isolated and essentially Hobbesian tribal culture.""
Understandably, then, Wambaugh, who lives in California, is known as the ""cop-author"" with emphasis on the former, since, according to him, most of his fantasies involve the arrest and prosecution of half of California's motorists. Wambaugh still prefers the company of police officers and interviews hundreds of them for story material. However, he is aghast that these days most of the young cops drink iced tea or light beer, both of which he finds exceedingly vile, causing him to obsessively fume with Hamlet that, 'The time is out of joint.' He expects to die in a road rage encounter. For more information please visit www.josephwambaugh.net or www.hollywoodmoon.com.",1
333,Margaret Read,MacDonald,"Dr. Margaret Read MacDonald travels the world telling stories....always on the lookout for more great folktales to share. She shapes these found stories into tellable tales which anyone can share with ease. Filling her folktale collections with these delightful tales, she creates perfect read alouds for you and your family. MRM wants everyone to experience the joy of a beautifully told tale. She hopes you will read them a few times...then put down the book...put down the electronic device...and just TELL the story to your children! 
Some of her favorite folktales she expands into picture books...hopefully with delightfully readable language while will roll right out of your mouth. Share them with your children and then....act the tales out! Revisit the tales by TELLING them! At bedtime. While on the road. Fill your pockets with great stories to share wherever you go. 
Joining her Folklore Ph.D. with her 30 plus years as a children's librarian, Margaret brings folktales to life in playful, lilting language which should delight both reader and listener. 
See her performance schedule at: www.margaretreadmaconald.com",1
117,Mary Newell,DePalma,"Dr. Margaret Read MacDonald travels the world telling stories....always on the lookout for more great folktales to share. She shapes these found stories into tellable tales which anyone can share with ease. Filling her folktale collections with these delightful tales, she creates perfect read alouds for you and your family. MRM wants everyone to experience the joy of a beautifully told tale. She hopes you will read them a few times...then put down the book...put down the electronic device...and just TELL the story to your children! 
Some of her favorite folktales she expands into picture books...hopefully with delightfully readable language while will roll right out of your mouth. Share them with your children and then....act the tales out! Revisit the tales by TELLING them! At bedtime. While on the road. Fill your pockets with great stories to share wherever you go. 
Joining her Folklore Ph.D. with her 30 plus years as a children's librarian, Margaret brings folktales to life in playful, lilting language which should delight both reader and listener. 
See her performance schedule at: www.margaretreadmaconald.com",1
33,Leo,and,"Margaret Wise Brown wrote hundreds of books and stories during her life, but she is best known for Goodnight Moon and Runaway Bunny. Even though she died over 45 years ago, her books still sell very well. Margaret loved animals. Most of her books have animals as characters in the story. She liked to write books that had a rhythm to them. Sometimes she would put a hard word into the story or poem. She thought this made children think harder when they are reading. She wrote all the time. There are many scraps of paper where she quickly wrote down a story idea or a poem. She said she dreamed stories and then had to write them down in the morning before she forgot them. She tried to write the way children wanted to hear a story, which often isn't the same way an adult would tell a story. She also taught illustrators to draw the way a child saw things. One time she gave two puppies to someone who was going to draw a book with that kind of dog. The illustrator painted many pictures one day and then fell asleep. When he woke up, the papers he painted on were bare. The puppies had licked all the paint off the paper. Margaret died after surgery for a bursting appendix while in France. She had many friends who still miss her. They say she was a creative genius who made a room come to life with her excitement. Margaret saw herself as something else - a writer of songs and nonsense.",1
257,Pamela Duncan,Edwards,"Pamela Duncan Edwards grew up in the Wirral, but has spent most of her adult life in the USA. She worked as a children's librarian before becoming a writer and is now the bestselling author of over 30 children's books.Henry Cole is the celebrated illustrator of many books for children, including the Bad Boys series by Margie Palatini, and is also the author and illustrator of the novel A Nest for Celeste.",1
511,Henry,Cole,"Pamela Duncan Edwards grew up in the Wirral, but has spent most of her adult life in the USA. She worked as a children's librarian before becoming a writer and is now the bestselling author of over 30 children's books.Henry Cole is the celebrated illustrator of many books for children, including the Bad Boys series by Margie Palatini, and is also the author and illustrator of the novel A Nest for Celeste.",1
554,Bruce,Degen,"Bruce Degen has written and illustrated numerous award-winning books for children, among them Shirley's Wonderful Baby, Daddy Is a Doodlebug, and Jamberry. He has illustrated the highly acclaimed The Magic School Bus series by Joanna Cole, the ever-popular Jesse Bear books by Nancy White Carlstrom, and Jane Yolen's Commander Toad series. In addition to his career in children's books, he has also worked as a painter, print maker, and teacher, and has even painted scenery for the opera. Mr. Degen currently lives in Connecticut.Bruce Degen has written and illustrated numerous award-winning books for children, among them Shirley's Wonderful Baby, Daddy Is a Doodlebug, and Jamberry. He has illustrated the highly acclaimed The Magic School Bus series by Joanna Cole, the ever-popular Jesse Bear books by Nancy White Carlstrom, and Jane Yolen's Commander Toad series. In addition to his career in children's books, he has also worked as a painter, print maker, and teacher, and has even painted scenery for the opera. Mr. Degen currently lives in Connecticut.",1
95,Wendy,Pfeffer,"Wendy Pfeffer has written several other books for children,including From Tadpole to Frog and What's It Like to Be a Fish? both illustrated by Holly Keller. Ms. Pfeffer lives in Pennington, NJ. Holly Keller has illustrated Let's Go Rock Collecting by Roma Gans and You're Aboard Spaceship Earth by Patricia Lauber, as well as her own books starring Horace and Geraldine. Ms. Keller lives in West Redding, CT.",1
