ISBN,biography
9780062283597,"Lincoln Peirce (pronounced ""purse"") is a New York Times bestselling author and cartoonist. His comic strip BIG NATE debuted in 1991 and appears daily in more than 400 newspapers worldwide and online at www.gocomics.com/bignate. His award-winning books for young readers include a series of BIG NATE illustrated novels (HarperCollins/Balzer @ Bray), an ongoing collection of BIG NATE compilations (Andrews & McMeel Publishers), and the MAX & THE MIDKNIGHTS trilogy (Random House Children's Books). Lincoln says, ""I try to write the sorts of books I would have loved reading when I was a kid."" In 2022, a BIG NATE animated series produced by Nickelodeon Studios and John Cohen Productions premiered on the Paramount+ Network. A MAX & THE MIDKNIGHTS animated series is currently in production by Nickelodeon Studios and Jane Startz Productions. Lincoln and his wife Jessica live in Portland, Maine, and have two children.Lincoln Peirce (pronounced ""purse"") is a New York Times bestselling author and cartoonist. His comic strip BIG NATE debuted in 1991 and appears daily in more than 400 newspapers worldwide and online at www.gocomics.com/bignate. His award-winning books for young readers include a series of BIG NATE illustrated novels (HarperCollins/Balzer @ Bray), an ongoing collection of BIG NATE compilations (Andrews & McMeel Publishers), and the MAX & THE MIDKNIGHTS trilogy (Random House Children's Books). Lincoln says, ""I try to write the sorts of books I would have loved reading when I was a kid."" In 2022, a BIG NATE animated series produced by Nickelodeon Studios and John Cohen Productions premiered on the Paramount+ Network. A MAX & THE MIDKNIGHTS animated series is currently in production by Nickelodeon Studios and Jane Startz Productions. Lincoln and his wife Jessica live in Portland, Maine, and have two children."
9780062284068,
9780062287045,"Hello! For lots of updates, follow me on twitter at @sarabooks, on Instagram at @saracshepard, and on Snapchat at sarabooks. I try very hard to get back to everyone, so send me a message! 
I'm from outside Philadelphia, lived in New York for a long time, Arizona for less time, and now I'm in Pittsburgh, PA.
At five, I made up stories about my sister's blanket, BeeBee. From there I wrote about squareheaded creatures, an environmental saga about little yellow men who live in vegetable gardens, teenage dramas well before I was a teenager, a book series about a Japanese girl who finds out her ancestors are samaurai (and she must be one, too), a bunch of arty short stories, and some books that maybe you've heard of. The PRETTY LITTLE LIARS series is based on my experiences there...kind of. 
I've also written THE LYING GAME, which is about a dead twin and an alive twin, THE HEIRESSES, which is about a rich family's curse, and THE PERFECTIONISTS, which is about five somewhat strangers who get everything they wanted...but that comes at a price. I wrote THE VISIBLES, which is about jackalopes and mental illness, and EVERYTHING WE EVER WANTED, which features a guy who discovers his ex lives on a commune. And then there's THE AMATEURS, a three-part series about amateur detectives (with a lot of soapy love stuff thrown in-- and a lot of scary, dark moments too). And finally, THE ELIZAS, which is about a young, unreliable narrator trying to figure out if someone's trying to kill her. 
Hit me up on twitter, Instagram, or Snapchat if you want to chat!"
9780062294401,"Mitch Albom is the author of numerous books of fiction and nonfiction, which have collectively sold more than forty million copies in forty-seven languages worldwide. He has written seven number-one New York Times bestsellers – including TUESDAYS WITH MORRIE, the bestselling memoir of all time, which topped the list for four straight years – award-winning TV films, stage plays, screenplays, a nationally syndicated newspaper column, and a musical. Through his work at the Detroit Free Press, he was inducted into both the National Sports Media Association and Michigan Sports halls of fame and is the recipient of the 2010 Red Smith Award for lifetime achievement. After bestselling memoir FINDING CHIKA and “Human Touch,” the weekly serial written and published online in real-time to raise funds for pandemic relief, his latest work is a return to fiction with THE STRANGER IN THE LIFEBOAT (Harper, November 2021). He founded and oversees SAY Detroit, a consortium of nine different charitable operations in his hometown, including a nonprofit dessert shop and food product line to fund programs for Detroit’s most underserved citizens. He also operates an orphanage in Port-Au-Prince, Haiti, which he visits monthly. He lives with his wife, Janine, in Michigan. Learn more at www.mitchalbom.com, www.saydetroit.org, and www.havefaithaiti.org. "
9780062365750,"Stephen Booth is an award winning UK crime writer, the creator of Derbyshire police detectives Ben Cooper and Diane Fry, who have appeared in 18 novels set in England's atmospheric Peak District. His latest novel DROWNED LIVES is a standalone historical thriller, a story of hidden family secrets among the inland waterways of South Staffordshire.
Stephen has been a Gold Dagger finalist, an Anthony Award nominee, twice winner of a Barry Award for Best British Crime Novel, and twice shortlisted for the Theakston's Crime Novel of the Year. DC Cooper was a finalist for the Sherlock Award for the best detective created by a British author, and in 2003 the Crime Writers' Association presented Stephen with the Dagger in the Library Award for ""the author whose books have given readers the most pleasure"". The Cooper & Fry novels are published all around the world, and have been translated into 16 languages. The latest title in the series is FALL DOWN DEAD. Stephen is also the author of a previous standalone crime novel TOP HARD.
A former newspaper journalist, Stephen Booth was born in the Lancashire mill town of Burnley and brought up by the sea in Blackpool. He attended Birmingham City University and worked on local newspapers in the North and Midlands of England before his first novel BLACK DOG was published in 2000. He lives in Nottinghamshire. 
Visit the author's website at: http://www.stephen-booth.com
Follow Stephen Booth on Twitter: https://twitter.com/stephenbooth
Or on Facebook: https://www.facebook.com/stephenboothbooks"
9780062297969,"Tony Jones (M.Div., Ph.D.) is an award-winning writer — an outdoorsman, theologian, professor, and author. His most recent book is, DID GOD KILL JESUS? SEARCHING FOR LOVE IN HISTORY'S MOST FAMOUS EXECUTION. He teaches at Fuller Theological Seminary. Tony has written a dozen books on Christian ministry, spirituality, prayer, and new church movements. He lives in Minnesota with his wife, kids, and dogs."
9780062299338,
9780062339270,
9780062316097,
9780062317384,"Jodi Meadows wants to be a ferret when she grows up and she has no self-control when it comes to yarn, ink, or outer space. Still, she manages to write books. She is the author of the INCARNATE Trilogy, the ORPHAN QUEEN Duology, and the FALLEN ISLES Trilogy (HarperCollins/Katherine Tegen), and a coauthor of MY LADY JANE (HarperTeen). Visit her at www.jodimeadows.com"
9780062317605,"Laura Ruby is the author of books for adults, teens and children. Her titles include the Edgar-nominated tween mystery LILY'S GHOSTS (now updated for 2011), the children's fantasy THE WALL AND THE WING (3/06) and a sequel, THE CHAOS KING (5/07) all published by Harpercollins. She writes for older teens as well, and her debut young adult novel, GOOD GIRLS (9/06), also from Harpercollins, was a Book Sense Pick for fall 2006 and an ALA Quick Pick for 2007. She followed this with the teen novels PLAY ME (2008) and BAD APPLE (2009).
Her short fiction for adults has appeared in various literary magazines, including Other Voices and The Florida Review. A collection of these stories, I'M NOT JULIA ROBERTS, was published by Warner Books in January 2007. Called ""hilarious and heart-wrenching"" by People and ""a knowing look at the costs and rewards of remaking a family,"" by the Miami Herald, the book was also featured in Redbook, Working Mother, and USA Today, among others.
Raised in the wilds of suburban New Jersey, Laura Ruby now lives in the Chicago area with her husband and two cats that serve as creative advisors."
9780062319098,
9780062324672,
9780062325310,"Carl Hoffman is a former contributing editor of Wired and National Geographic Traveler and is the author of five books. Savage Harvest was a New York Times Editor's Choice, a New York Times bestseller, and a Washington Post notable book of the year. The Last Wild Men of Borneo was a finalist for the Banff Mountain Book Competition and an Edgar Award. The Lunatic Express was named one of the ten best books of the year by The Wall Street Journal. "
9780062326478,
9780062331038,
9780062332585,"James Frey is originally from Cleveland, Ohio. His books A Million Little Pieces, My Friend Leonard, Bright Shiny Morning and The Final Testament of the Holy Bible have all been bestsellers around the world. He is married and lives in New York.Nils Johnson-Shelton is the coauthor of the international bestseller No Angel: My Harrowing Undercover Journey to the Inner Circle of the Hells Angels. He is also the author of the Full Fathom Five series for tweens Otherworld Chronicles."
9780062334824,"USA Today Bestselling author and Rita Award winner Anne Long's books have been translated into fourteen languages and nominated for numerous awards, including the Romance Writers of America Rita and Romantic Times Reviewer's choice, and reviewers have called them ""dazzling,"" ""brilliant"" and ""impossible to put down."" HOT IN HELLCAT CANYON, named by Amazon.com as one of the Best books of 2016, was nominated for a 2016 Rita Award, and Kirkus Reviews named WILD AT WHISKEY CREEK one of the best books of 2016. She lives in California."
9780062335319,
9780062337702,"Shelley Shepard Gray is a NYT and USA Today bestselling author. She's published over a hundred novels and has over a million books in print. She currently lives in northern Ohio and writes full time. 
Shelley lives just an hour from Holmes County, where many of her Amish-themed novels are set. She currently writes contemporary romance and Amish fiction for a variety of publishers. When not spending time with her family or writing, she can usually be found walking her two dachshunds on one of the many trails in the Cleveland area. 
She also bakes a lot, loves coconut cream pie, and will hardly ever pull weeds, mow the yard, or drive in the snow.
Shelley also spends a lot of time on line! Please visit her website, www.shelleyshepardgray.com to find out her latest news or to sign up for her newsletter. Shelley can also be found on FaceBook, Instagram @shelley.s.gray, or on Twitter @ShelleySGray."
9780060916701,"Stephen B. Oates is the author of sixteen books, including The Approaching Fury; With Malice Toward None: A Life of Abraham Lincoln and Let the Trumpet Sound: A Life of Martin Luther King, Jr., the latter two books winning, respectively, the Christopher Award and the Robert F. Kennedy Memorial Book Award. They have been translated into several languages.
Oates was a consultant and ""talking head"" in Ken Burns's Civil War series on PBS, and is a recipient of the Nevins-Freeman Award of the Chicago Civil War Round Table for lifetime achievement in the field of Civil War studies. A teacher at the University of Massachusetts, Amherst, he is now writing the concluding book of the Voices of Storm trilogy, about the years of Reconstruction, 1865-1877."
9780062348678,
9780062348807,"Jill Dawson's latest novel THE BEWITCHING will be published by Sceptre in the summer of 2022, and tells the true 16th century story of a nine year old girl who accuses her neighbour of being a witch, with dire consequences for all. In addition to the eleven novels published by Sceptre, Jill is the editor of six anthologies of short stories and poetry. Her other novels are TRICK OF THE LIGHT, MAGPIE, FRED AND EDIE, which was shortlisted for the Whitbread Novel Award and the Orange Prize, WILD BOY, WATCH ME DISAPPEAR, which was longlisted for the Orange Prize, THE GREAT LOVER, a Richard & Judy Summer Read and THE TELL TALE HEART, which was nominated for the Folio Prize. THE CRIME WRITER tells the imagined story of Patricia Highsmith's time living in Suffolk, and won The East Anglian Book of the Year, The East Anglian fiction prize and was runner up in the New Angles award. THE LANGUAGE OF BIRDS tells the story of the nanny murdered in the Lucan household in the seventies and was nominated for a Folio award. 
Born in Durham, Jill Dawson grew up in Yorkshire. She has won prizes for poetry, short stories and fiction and held many Fellowships, including the Creative Writing Fellowship at the University of East Anglia, where she taught on the MA in Creative Writing course. In 2006 she received an honorary doctorate in recognition of her work and in 2020 became a Fellow of the Royal Society of Literature. She lives in an eco house designed by her husband the architect Meredith Bowles in the Cambridgeshire Fens. She runs Gold Dust a mentoring scheme for writers www.gold-dust.org.uk."
9780062353412,"Megan Erickson is a USA Today bestselling author of romance that sizzles. Her books have a touch of nerd, a dash of humor, and always have a happily ever after. A former journalist, she switched to fiction when she decided she likes writing her own endings better.
She lives in Pennsylvania with her very own nerdy husband and two kids. Although rather fun-sized, she's been told she has a full-sized personality. When Megan isn't writing, she's either lounging with her two cats named after John Hughes characters or... thinking about writing.
For more, visit meganerickson.org"
9780062355881,
9780062356246,
9780062369062,"New York Times Bestselling author Tessa Bailey can solve all problems except for her own, so she focuses those efforts on stubborn, fictional blue collar men and loyal, lovable heroines. She lives on Long Island avoiding the sun and social interactions, then wonders why no one has called. Dubbed the “Michelangelo of dirty talk,” by Entertainment Weekly, Tessa writes with spice, spirit, swoon and a guaranteed happily ever after. Catch her on TikTok at @authortessabailey or check out tessabailey.com for a complete list of books. "
9780062370020,
9780062370044,
9780062370365,"Cynthia Swanson writes suspense, often using historical settings. Cynthia’s debut novel, The Bookseller, was a New York Times bestseller, an Indie Next selection, the winner of the 2016 WILLA Literary Award for Historical Fiction, and is slated to be a motion picture produced by and starring Julia Roberts. The Bookseller was also nominated for the Goodreads Choice Award and the Mountains & Plains Independent Booksellers Association Reading the West Award. The Bookseller is translated into 18 languages. Cynthia’s second novel, The Glass Forest, was a USA Today bestseller, has been noted in Forbes as being one of “Five Novels With a Remarkably Strong Sense of Place” and is translated into 7 languages. Cynthia is the editor of the anthology Denver Noir (Akashic Books, May 2022), which features dark, morally ambiguous stories set in and around Denver, written by 14 notable literary and mystery authors. Cynthia lives with her family in Denver. Find Cynthia online at www.cynthiaswansonauthor.com and follow her on Facebook (Cynthia Swanson, Author), Twitter (cynswanauthor), and Instagram (cynswanauthor)."
9780062376336,
9780062378088,
9780062380494,"USA TODAY bestselling author Vivienne Lorret transforms copious amounts of tea into words. She is an Avon author of The Wallflower Wedding series, The Rakes of Fallow Hall series, The Season's Original series, the Misadventures in Matchmaking series, and the Mating Habits of Scoundrels series. For more on her upcoming novels, sign up for her newsletter at www.vivlorret.net"
9780062387554,
9780062392749,"Andrew Gross is the author of New York Times and international bestsellers The Blue Zone, Don't Look Twice, and The Dark Tide, which was nominated for the Best Thriller of the Year award by the International Thriller Writers, Reckless, and most recently, Eyes Wide Open. He is also coauthor of five number one bestsellers with James Patterson, including Judge & Jury and Lifeguard. He lives in Westchester County, New York, with his wife, Lynn. You can follow Andrew Gross on Facebook, Twitter, MySpace, and at AndrewGross Books.com."
9780007149827,
9780007154579,
9780007155361,
9780007155385,
9780007155422,"BIO
Andrew Smith was born in Greenwich Village, New York, to English parents. A spell living in San Francisco was followed by relocation to the UK, where school classmates at included the artist Dinos Chapman and future Spice Girls/American Idol svengali Simon Fuller - who managed Smith's eighth grade band, but could do nothing to save them. 
After studying philosophy and politics at the University of York, Smith moved to London, where he worked as a van driver, in music stores and as a musician (at one point hilariously failing an audition for The Clash), before finally submitting to his first love, which was writing. 
Starting at the music paper Melody Maker, he moved rapidly to The Face, Guardian, Sunday Times and Observer as a feature writer. Along the way, there were articles on crop circle hoaxers; the ecstasy testers of Amsterdam; the secret world under London and human rights work of Bianca Jagger, not to mention interviews with everyone from Madonna to the architect Richard Rogers, artist Damien Hirst and amazon.com founder Jeff Bezos. 
In 2002, Smith left journalism to write his international bestseller Moondust: in Search of the Men Who Fell to Earth. Describing his search for the nine remaining men who walked on the moon between 1969 and '72, Moondust was nominated for two British Book Awards and chosen by the (London) Times as one of its '100 Best Books of the Noughties'. 
He now divides his time between books and making documentary films. His latest book, Totally Wired: on the Trail of the Great Dotcom Swindle, is about the bizarre rise and fall of the New York web pioneer Josh Harris, published September 2012 by Simon & Schuster in the UK - and on Kindle/ebook in the US."
9780007156122,"Mark Merlis's novels have won the Los Angeles Times book prize, the Lambda Literary award, and the Ferro-Grumley award for distinction in gay writing. Merlis is a graduate of Wesleyan University and Brown University. He lives in Philadelphia with his husband Bob Ashe. Visit his website at www.markmerlis.com."
9780007156610,
9780007156634,
9780007158058,
9780007161324,"Rachel Cusk is the author of nine novels, three non-fiction works, a play, and numerous shorter essays and memoirs. Her first novel, Saving Agnes, was published in 1993. Her most recent novel, Kudos, the final part of the Outline trilogy, will be published in the US and the UK in May 2018.
Saving Agnes won the Whitbread First Novel Award, The Country Life won the Somerset Maugham Award and subsequent books have been shortlisted for the Orange Prize, Whitbread Prize, Goldsmiths Prize, Bailey’s Prize, and the Giller Prize and Governor General’s Award in Canada. She was named one of Granta’s Best of Young British Novelists in 2003. Her version of Euripides’ Medea was directed by Rupert Goold and was shortlisted for the Susan Blackburn Smith Award.
Rachel was born in Canada in 1967 and spent her early childhood in Los Angeles before moving to the UK in 1974. She studied English at Oxford and published her first novel Saving Agnes when she was twenty six, and its themes of femininity and social satire remained central to her work over the next decade. In responding to the formal problems of the novel representing female experience she began to work additionally in non-fiction. Her autobiographical accounts of motherhood and divorce (A Life’s Work and Aftermath) were groundbreaking and controversial. 
Most recently, after a long period of consideration, she attempted to evolve a new form, one that could represent personal experience while avoiding the politics of subjectivity and literalism and remaining free from narrative convention. That project became a trilogy (Outline, Transit and Kudos). Outline was one of The New York Times’ top 5 novels in 2015. Judith Thurman’s 2017 profile of Rachel in The New Yorker comments “Many experimental writers have rejected the mechanics of storytelling, but Cusk has found a way to do so without sacrificing its tension. Where the action meanders, language takes up the slack. Her sentences hum with intelligence, like a neural pathway.”"
9780007161782,
9780007162130,
9780007162222,
9780007163076,
9780007163632,
9780007163656,"While I write about a lot of stuff, my main topic is understanding the relationships -- scientific, environmental, historical, personal and political -- between the human world and its various planets. The books built on that foundation are ""Mapping Mars: Science, technology and the creation of a world"" (2002), ""Eating the Sun: How plants power the planet"" (2007), ""The Planet Remade: How geoengineering could change the world"" (2015) and ""The Moon: A history for the future"" (2019). Various people, some of them reviewers and prize juries, have said nice things about them. 
As well as writing books I am currently a senior editor at The Economist responsible for long-form journalism. I've also worked at the scientific journal Nature and at Wired and have freelanced for everyone from the New Yorker and the Wall Street Journal to Entertainment Weekly and the Hollywood Reporter. I do a bit of academic stuff too."
9780007163670,"Adam Thirlwell was born in London in 1978. The author of three previous novels, his work has been translated into 30 languages. His essays appear in the New York Review of Books and the London Review of Books, and he is an Advisory Editor of the Paris Review. His awards include a Somerset Maugham Award and the EM Forster Award from the American Academy of Arts and Letters; in 2018 he was made a Fellow of the Royal Society of Literature. He has twice been selected by Granta as one of their Best of Young British Novelists."
9780007164905,
9780007170609,"Shawn Levy is the author of eleven books, including the bestsellers ""Rat Pack Confidential,"" ""Paul Newman: A Life,"" and ""The Castle on Sunset."" He served as film critic of The Oregonian from 1997 to 2012 and KGW-TV from 2009 to 2016. A former senior editor of American Film and a former associate editor of Box Office, he has published stories in the New York Times, the Los Angeles Times, the San Francisco Chronicle, The Guardian, The Black Rock Beacon, The Independent, Interview, Film Comment, Movieline, and Sight and Sound, among many other publications. He lives in Portland, Oregon, where he serves on the board of directors of Operation Pitch Invasion (www.pitch-invasion.org). To get a peak into his head, visit www.shawnlevy.com."
9780060000028,
9780060000035,
9780060000042,
9780060000059,
9780060000066,"Erin Hunter is the author of the bestselling Warriors and Seekers series. She is inspired by a love of animals and a fascination with the ferocity of the natural world. As well as having great respect for nature in all its forms, Erin enjoys creating rich mythical explanations for animal behavior."
9780060000073,"Erin Hunter is the author of the bestselling Warriors and Seekers series. She is inspired by a love of animals and a fascination with the ferocity of the natural world. As well as having great respect for nature in all its forms, Erin enjoys creating rich mythical explanations for animal behavior."
9780060000189,"Author of Printz Honor winner Stuck In Neutral (& numerous other books). Writer/poet Spokane, WA. Attempting to alienate the few not the many but I'll add, if your not Against Fascism, WTF is wrong with you? Mostly poetry covering ALL subject areas: sex, politics, psychology, philosophy, literature, writing, life and death and death and life and blahblahblah . . . https://en.wikipedia.org/wiki/Terry_Trueman http://www.encyclopedia.com/children/scholarly-magazines/trueman-terry-1947 Terry Trueman (@ttrueman1215) • Instagram photos and videos. Medium top 2K writer."
9780060000240,
9780060000745,
9780060000769,
9780060000783,
9780060000806,"""I was born to be a writer. Growing up in the horse country of Maryland, my first ambition was to be a race jockey, a profession closed to girls at that time (no longer). But I remember one day when I was 11 or 12, curled in my father's big chair in the study, reading The Iliad. I came to the passage where Homer writes that no greater honor can come to a hero than to die in battle, and have his name ring down the corridors of Time. I remember thinking (tears streaming down my face)""OH NO! That's not what I want. I want to be the one who WRITES about the hero. I want my work to be so good that 3000 years later someone curled in a chair reading the little black squiggles on the page, will be moved to laughter or to tears. Like the Roman poet Tacitus, I want ""to move the mind and hearts of mankind.""~ Sophy
 (website: www.sophyburnham.com)(sorry, this doesn't automatically link)
BIO
Author of 14 books, Sophy Burnham has written novels, award winning plays, journalism, nonfiction books, short stories, and poetry essays and articles. Three of her books have appeared on the New York Times and many other bestseller lists. She is most celebrated for her works on angels and mysticism. Her work has been translated into 25 languages.
TALKS
A frequent public speaker, she presents workshops and lectures in the Us and abroad and has appeared on scores of shows including Larry King Live, Oprah, Today Show, Good Morning America and CBS Morning News.
PLAYS
As Executive Director of the John F. Kennedy Center Fund for New American Plays, she worked closely for five years with famed Broadway producer Roger Stevens, giving money to theaters to produce new plays and to playwrights to write them. Active in the Washington, D. C. theater scene, her play Prometheus, was produced at the Studio Theatre in Washington, DC. Her award-winning play Penelope (the story of the Odyssey from Penelope's point of view) was produced most recently at American University. 
FLUFF
She is a member of the prestigious Cosmos Club of Washington, D. C., where she plays an active role, including as chair of the Cosmos Club chess team.
She lives in Washington DC and in Taos NM.
www.Sophyburnham.com 
 Look for her blog at www.sophywisdom.com
 and www.Listenwell.org"
9780060000851,
9780060000882,
9780060001049,"Wow. My very first picture book -- PIGGIE PIE!, is celebrating
it's fifteenth anniversary this year! It tickles me to know that
'Gritch' is still giving giggles.
Visit her and my other characters on my website: www.margiepalatini.comHenry Cole is the celebrated illustrator of many books for children, including the Bad Boys series by Margie Palatini, and is also the author and illustrator of the novel A Nest for Celeste."
9780060001100,"Wow. My very first picture book -- PIGGIE PIE!, is celebrating
it's fifteenth anniversary this year! It tickles me to know that
'Gritch' is still giving giggles.
Visit her and my other characters on my website: www.margiepalatini.com"
9780060001209,"Author of the MathStart series (63 books - see full list at mathstart.net) and I See I Learn series (16 books—see full list at iseeilearn.com)
I was one of those kids who talked all the time in class. I loved telling stories. One day in the 4th Grade, my teacher said, “You tell such good stories, maybe you should try writing some of them down.” “Wow,” I thought. “She thinks my stories are good.” That’s when I started to really enjoy writing.
I was also the class artist. When I wasn’t talking, I was drawing. When I was older, I studied art at the Rhode Island School of Design. That’s where I became interested in visual learning—how we decode and acquire information from graphs, charts, diagrams, models, illustrations and other images.
I became especially interested in educational publishing and have worked on the development of over a dozen major textbook programs, championing visual learning strategies from Pre-K through high school in every major curriculum area.
MATHSTART (mathstart.net) 
The inspiration to write math stories for children was sparked by my work on a high school mathematics program. Visual learning strategies helped teens, who had been characterized as “reluctant learners,” understand difficult math concepts. Putting math in the context of stories based on their experiences made them feel more comfortable with abstract concepts. They actually became eager to apply math to real-life problems.
If this approach worked for older students, I began to wonder what might happen if younger children were introduced to math this way!
Even before children can read - or speak many words - they can interpret visual information with ease. The MathStart books (HarperCollins) use simple stories coupled with diagrams, graphs and other visual models to teach everything from probability and pattern recognition to area, capacity and negative numbers.
The Best Bug Parade, (comparing sizes) was my very first published book. It was absolutely thrilling to see my name in print! I never expected that one day there would 63 MathStart books, split over three levels for ages Pre-K to Grade 4.
Each book includes two pages of review and activities designed to help teachers and parents extend learning beyond the story, along with suggestions of related books by other authors. After all, if a child enjoys learning math through stories, then let’s have more stories!
THE MAIN STREET KIDS CLUB: A MATHSTART MUSICAL (MainStreetKidsClub.com) 
Now get out your dancing shoes–there is a musical based on six of the MathStart books! The Main Street Kids’ Club, was workshopped at Northwestern University and adapted by Scott Ferguson, who also created the perennially popular production of School House Rock Live!
The songs are terrific. The math is spot on. And the club motto makes my heart sing: “Math Skills are Life Skills!”
I SEE I LEARN (iseeilearn.com)
My latest series of books is focused on young children—Preschool and Kindergarten age.
I See I Learn books (Charlesbridge) teach social, emotional, health and safety, and cognitive skills, such as how to make friends, build confidence, play safely, work together, manage emotions, and make plans. These skills are important for school readiness and for living happy, healthy, productive lives.
The stories “star” a wonderful bunch of friends who live in See-and-Learn City and attend Ready Set Pre-K. The cast includes Freda, Percy, Emma, Ajay, Camille, and Carlos. And, of course, Pickle, the green bull dog—who happens to have a soft-spot for butterflies—and Miss Cathy, their teacher.
I See I Learn stories are modeled on real-life situations and, just as in real-life, often involve more than one skill. For example, Freda Plans a Picnic is about sequencing, a cognitive skill, but the picnic itself is a social event. Percy Plays It Safe focuses on playground safety skills, but playing successfully in a group also requires self-regulation, an emotional skill.
Each book is reviewed by a team of experts, whose backgrounds include early childhood education, cognitive psychology and children’s museums. The stories are also developed to align with and support Core Curriculum State Standards.
Each I See I Learn book includes a special two-page section called A Closer Look, designed to help parents, teachers and caregivers review key points with their children.
WHERE STORIES COME FROM
People always ask me how I come up with my stories. The answer is simple: I talk to a lot of children! I have particularly close relationships with three of the characters in my books: Jack from MathStart's Jack the Builder, Maddie of Mighty Maddie and I See I Learn's Camille, are named after my grandchildren. No matter how big the real Jack, Maddie, and Camille grow to be, I can always pick up a book and see them flying a spaceship, wearing a pretty super-hero cape and building a sand castle at the beach with friends.
Pictures and words. Stories and books. Learning and life!
— Stuart"
