ISBN,biography
9780062095060,"Herman Parish was in the fourth grade when his aunt, Peggy Parish, wrote the first book about Amelia Bedelia. The lovable, literal-minded housekeeper has been a member of his family ever since. Peggy Parish died in 1988. She would be proud and delighted to know that with Good Driving, Amelia Bedelia; Bravo, Amelia Bedelia!; Amelia Bedelia 4 Mayor and now Calling Doctor Amelia Bedelia, her nephew is carrying on -- for a new generation of readers -- the tradition she began years ago. 
In His Own Words... ""In true Amelia Bedelia fashion, I backed into writing these books about the literal-minded housekeeper who children laugh at and love. Amelia Bedelia was created by my aunt, Peggy Parish. Although she passed away in 1988, Peggy still received fan mail from children. They wondered when the next Amelia Bedelia book would be out. Then other children's authors wrote and volunteered to continue the series. I felt uneasy about Amelia Bedelia leaving our family. As I was in the fourth grade when she first appeared, I had literally grown up with her. So I decided to try to write a new Amelia Bedelia adventure. My two sisters and my family were very supportive and encouraged me. I'd had experience in writing advertisements. I reread the Amelia Bedelia stories to figure out what made them funny. I realized that everyday life overflows with idiomatic expressions, literalisms, and homophones. It's amazing more people don't get confused-besides Amelia Bedelia! My first book, Good Driving, Amelia Bedelia, took me a year to think about and one night to write. I had been collecting ideas, homonyms, and expressions. Whenever I heard them, I jotted them down: on napkins in restaurants, on my newspaper while riding the bus, and on agenda sheets in business meetings.
I stockpiled these fragments in a folder until one Sunday night, with my family asleep, I decided that it was now or never. I sat down around ten o'clock and began to write. I was so focused on the story that I finished as the sun came up on Monday morning. Naturally, the story needed revision, but the essence was captured in that all-night writing spree.
I am fortunate that my editor, Susan Hirschman, and the illustrator, Lynn Sweat, had worked with Peggy on many Amelia Bedelia books. That helped make the transition from Peggy's books to mine as seamless as possible.
I feel very lucky to be writing Amelia Bedelia books and continuing a family tradition. But the best reward was when a child wrote Peggy Parish a fan letter. It said that Good Driving, Amelia Bedelia is the best book she has written. To me, that's the highest compliment I could hope for."""
9780062104922,
9780060528874,
9780060528881,
9780062107039,"Peter Robinson grew up in Yorkshire, and now divides his time between Richmond and Canada. Peter has written twenty-four books in the Number One Bestselling DCI Banks series as well as two collections of short stories and three standalone novels, the most recent of which is Number One bestseller BEFORE THE POISON. Peter's critically acclaimed crime novels have won numerous awards in Britain, the United States, Canada and Europe, and are published in translation all over the world. 
Peter's DCI Banks is now a major ITV1 drama by Left Bank productions. Stephen Tompkinson (Wild at Heart, Ballykissangel) plays Inspector Banks, and Andrea Lowe (The Bill, Murphy's Law) plays DI Annie Cabbot. The first series aired in Autumn 2011 with an adaptation of FRIEND OF THE DEVIL, the second in Autumn 2012, and the third in February 2014.
Peter's standalone novel BEFORE THE POISON won the IMBA's 2013 Dilys Award as well as the 2012 Arthur Ellis Award for Best Novel by the Crime Writers of Canada. This was Peter's sixth Arthur Ellis award.
Find out more from Peter's website, www.inspectorbanks.com, or visit his Facebook page, www.facebook.com/peterrobinsonauthor."
9780062114990,"ANN SCOTT TYSON is a war correspondent with a decade of combat experience, beginning with the invasion of Iraq. She has written for the Christian Science Monitor and the Washington Post and contributed to the Wall Street Journal. A Pulitzer Prize nominee, Tyson is a graduate of Harvard University with an honors degree in government and has studied economics and business at Columbia University. She and Jim Gant are married and live in Seattle, Washington."
9780062115867,
9780062116932,"Chade-Meng Tan (Meng) is Google's Jolly Good Fellow (which nobody can deny). Meng was one of Google's earliest engineers. Among many other things, he helped build Google's first mobile search service, and headed the team that kept a vigilant eye on Google's search quality. His current job description is, ""Enlighten minds, open hearts, create world peace"". 
Outside of Google, Meng is the Founder and (Jolly Good) President of the Tan Teo Charitable Foundation, a small foundation dedicated to promoting Peace, Liberty and Enlightenment in the world. He is a Founding Patron of Stanford University's Center for Compassion and Altruism Research and Education (CCARE). He is also a Founding Patron of the World Peace Festival, and adviser to a number of technology start-ups.
Meng earned his MS in Computer Science from the University of California at Santa Barbara. He went to Santa Barbara mainly for the beach, but didn't mind the graduate degree either. He considers himself a Buddhist ""on most weekdays, especially Mondays"". He is an avid meditator, because meditation facilitates in him inner peace and happiness ""without doing real work"". Meng occasionally finds himself featured on newspapers. He was featured on the front page of the New York Times and delivered a TED talk at the United Nations. He has met three United States Presidents, Obama, Clinton and Carter. The Dalai Lama gave him a hug for his 40th birthday. His personal motto is, ""Life is too important to be taken seriously"".
Meng hopes to see every workplace in the world become a drinking fountain for happiness and enlightenment. When Meng grows up, he wants to save the world, and have lots of fun and laughter doing it. He feels if something is no laughing matter, it is probably not worth doing."
9780062123305,"SCOTT SAUL is a historian and critic who has written for The New York Times, Harper's Magazine, The Nation, Bookforum, and other publications. The author of Becoming Richard Pryor and Freedom Is, Freedom Ain't: Jazz and the Making of the Sixties, he is also the creator of ""Richard Pryor's Peoria"" -- www.becomingrichardpryor.com -- a digital companion to his Pryor biography that brings to life Pryor's formative years in Peoria's red light district.
For a limited time only, readers can request a signed ""book plate"" (a nice sticker that Scott Saul is happy to inscribe as you like) for Becoming Richard Pryor at http://www.scott-saul.com/#!contact/c1kcz.
He teaches courses in American literature and history at UC-Berkeley, where he is an Associate Professor of English. He lives in Berkeley, California, with his wife and son."
9780062129932,"Sage Blackwood was born in Chicago and grew up in New York State. She graduated from Antioch College and the University at Albany, and taught ESL for many years. Her first fantasy novel, JINX, was selected as a Best Book of 2013 by Kirkus, Booklist, School Library Journal, and Amazon."
9780062198563,"Sara Pennypacker was a painter before becoming a writer, and has two absolutely fabulous children who are now grown. She has written over twenty children's books including Pax (illustrated by Jon Klassen), Here In The Real World, the Clementine and Waylan series (both illustrated by Marla Frazee); Stuart's Cape and Stuart Goes to School (both illustrated by Martin Matje), Meet the Dullards, and others. Sara splits her time between Cape Cod, Massachusetts and Florida."
9780062198617,"I'm here for Audible editions
Writing and reading decrease our sense of isolation. They deepen and widen and expand our sense of life: They feed the soul. When writers make us shake our heads with the exactness of their prose and their truths, and even make us laugh about ourselves or life, our buoyancy is restored. We are given a shot at dancing with, or at least clapping along with, the absurdity of life, instead of being squashed by it over and over again. It's like singing on a boat during a terrible storm at sea. You can't stop the raging storm, but singing can change the hearts and spirits of the people who are together on that ship.I'm here for Audible editions
Writing and reading decrease our sense of isolation. They deepen and widen and expand our sense of life: They feed the soul. When writers make us shake our heads with the exactness of their prose and their truths, and even make us laugh about ourselves or life, our buoyancy is restored. We are given a shot at dancing with, or at least clapping along with, the absurdity of life, instead of being squashed by it over and over again. It's like singing on a boat during a terrible storm at sea. You can't stop the raging storm, but singing can change the hearts and spirits of the people who are together on that ship."
9780062198631,"I'm here for Audible editions
Writing and reading decrease our sense of isolation. They deepen and widen and expand our sense of life: They feed the soul. When writers make us shake our heads with the exactness of their prose and their truths, and even make us laugh about ourselves or life, our buoyancy is restored. We are given a shot at dancing with, or at least clapping along with, the absurdity of life, instead of being squashed by it over and over again. It's like singing on a boat during a terrible storm at sea. You can't stop the raging storm, but singing can change the hearts and spirits of the people who are together on that ship.I'm here for Audible editions
Writing and reading decrease our sense of isolation. They deepen and widen and expand our sense of life: They feed the soul. When writers make us shake our heads with the exactness of their prose and their truths, and even make us laugh about ourselves or life, our buoyancy is restored. We are given a shot at dancing with, or at least clapping along with, the absurdity of life, instead of being squashed by it over and over again. It's like singing on a boat during a terrible storm at sea. You can't stop the raging storm, but singing can change the hearts and spirits of the people who are together on that ship."
9780062198761,"Mary Doria Russell has been called one of the most versatile writers in contemporary American literature. Her novels are critically acclaimed, commercial successes. They are also studied in literature, theology and history courses in colleges and universities across the United States. Mary's guest lectures have proved popular from New Zealand to Germany as well as in the U.S. and Canada.
Her debut novel, THE SPARROW, is considered a classic of speculative fiction, combining elements of First Contact science fiction and a tense courtroom drama. Its sequel, CHILDREN OF GOD, is a sweeping three-generation family saga. Through the voices of unforgettable characters, these novels raise respectful but challenging fundamental questions about religion and faith. Together, the books have won eight regional, national and international awards. They have also been optioned for Hollywood movies starring Antonio Banderas and Brad Pitt, and they have inspired both a rock opera and a full-scale bel canto opera.
Next, Russell turned to 20th century history. A THREAD OF GRACE is the story of the Jewish underground near Genoa during the Nazi occupation of Italy. Nominated for a Pulitzer Prize, this thriller ""moves swiftly, with impressive authority, jostling dialog, vibrant personalities and meticulous, unexpected historical detail. The intensity and intimacy of Russell's storytelling, her sharp character writing and fierce sense of humor bring fresh immediacy to this riveting WWII saga,"" according to Publisher's Weekly.
Her fourth novel, DREAMERS OF THE DAY, is both a romance and a disturbingly relevant political novel about the 1921 Cairo Peace Conference, when Winston Churchill, T.E. Lawrence and Gertrude Bell invented the modern Middle East. The Washington Post Book World called it ""marvelous and rewarding... a stirring story of personal awakening set against the background of a crucial moment in modern history."" Nominated for the 2008 IMPAC Dublin Literary Prize, Dreamers of the Day is also being adapted for the stage by Going to Tahiti Productions in New York City.
As a novelist, Mary is known for her exacting research -- no surprise, when you know that she holds a Ph.D. in Biological Anthropology from the University of Michigan. Before leaving Academe to write, Mary taught human gross anatomy at the Case Western Reserve University School of Dentistry. That background came in handy for her fifth novel, DOC, a murder mystery set in Dodge City in 1878, when the unlikely but enduring friendship between Wyatt Earp and Doc Holliday began, four years before the famous shoot-out at the O.K. Corral. 
""It's about vice, bigotry, violence, and living with a terminal disease,"" Russell says. ""And Doc Holliday is going to break your heart."" DOC was nominated for the Pulitzer in 2011, named a Notable Book by the Kansas State Library and won the Great Lakes Great Reads prize. The story has been optioned by Ron Howard and Akiva Goldsman for an HBO series. 
Mary is currently at work on the story of the Tombstone gunfight (working title: THE CURE FOR ANGER). ""DOC is The Odyssey,"" she says. ""What happened in Tombstone forms the basis of an American Iliad."" Expect it in late 2014 from HarperCollins Ecco imprint."
9780062218308,"Peter Stark is an adventure and exploration writer and historian. Born in Wisconsin, he studied English and anthropology at Dartmouth College, took a master’s in journalism from the University of Wisconsin, and headed off to the remote spots of the world writing magazine articles and books. With a home base in Missoula, Montana, he and his family periodically have lived abroad for a year, most recently in a small town in Northeast Brazil.
His forthcoming book, “Young Washington: How Wilderness and War Forged America’s Founding Father,” tells the story of a young and struggling George Washington in the Ohio wilderness of the 1750s. It will be published by Ecco/HarperCollins on May 1st, 2018.
His previous book, “Astoria,” tells the gripping story of John Jacob Astor’s hugely ambitious wilderness expedition to establish the first American colony on the West Coast and a global trade empire. A New York Times bestseller, it received a PEN USA literary award nomination, and has been adapted into an epic, two-part play by Portland Center Stage in Portland, Oregon. A long-time correspondent for Outside magazine, Stark’s articles and essays have also appeared in Smithsonian, The New Yorker, The New York Times Magazine, Men’s Journal, and many others."
9780062219084,"Hi! I'm Ree Drummond, also known as The Pioneer Woman. After marrying a cattle rancher, moving to the country, and having babies for ten years, I started a blog on a whim in 2006. There, I shared stories from my childhood, photos of my children growing up in the country, and eventually, recipes I cooked for my family. This eventually led to my first cookbook, which was released in 2009, and two cookbooks since. I love writing about food (and taking photos of food!) both in my cookbooks and on my website. I also love eating the food I write about! 
I have enjoyed writing a series of children's picture books based on my very lethargic and malodorous Basset Hound named Charlie. ""Charlie the Ranch Dog"" has been a sweet experience for me. 
My Food Network show, ""The Pioneer Woman,"" premiered in 2011 and it's still being filmed on the Oklahoma ranch I share with my husband and four children. 
Visit my website, ThePioneerWoman.com for more up-to-the-minute details!"
9780062219114,"Hi! I'm Ree Drummond, also known as The Pioneer Woman. After marrying a cattle rancher, moving to the country, and having babies for ten years, I started a blog on a whim in 2006. There, I shared stories from my childhood, photos of my children growing up in the country, and eventually, recipes I cooked for my family. This eventually led to my first cookbook, which was released in 2009, and two cookbooks since. I love writing about food (and taking photos of food!) both in my cookbooks and on my website. I also love eating the food I write about! 
I have enjoyed writing a series of children's picture books based on my very lethargic and malodorous Basset Hound named Charlie. ""Charlie the Ranch Dog"" has been a sweet experience for me. 
My Food Network show, ""The Pioneer Woman,"" premiered in 2011 and it's still being filmed on the Oklahoma ranch I share with my husband and four children. 
Visit my website, ThePioneerWoman.com for more up-to-the-minute details!"
9780062219145,"Hi! I'm Ree Drummond, also known as The Pioneer Woman. After marrying a cattle rancher, moving to the country, and having babies for ten years, I started a blog on a whim in 2006. There, I shared stories from my childhood, photos of my children growing up in the country, and eventually, recipes I cooked for my family. This eventually led to my first cookbook, which was released in 2009, and two cookbooks since. I love writing about food (and taking photos of food!) both in my cookbooks and on my website. I also love eating the food I write about! 
I have enjoyed writing a series of children's picture books based on my very lethargic and malodorous Basset Hound named Charlie. ""Charlie the Ranch Dog"" has been a sweet experience for me. 
My Food Network show, ""The Pioneer Woman,"" premiered in 2011 and it's still being filmed on the Oklahoma ranch I share with my husband and four children. 
Visit my website, ThePioneerWoman.com for more up-to-the-minute details!"
9780062219176,"Hi! I'm Ree Drummond, also known as The Pioneer Woman. After marrying a cattle rancher, moving to the country, and having babies for ten years, I started a blog on a whim in 2006. There, I shared stories from my childhood, photos of my children growing up in the country, and eventually, recipes I cooked for my family. This eventually led to my first cookbook, which was released in 2009, and two cookbooks since. I love writing about food (and taking photos of food!) both in my cookbooks and on my website. I also love eating the food I write about! 
I have enjoyed writing a series of children's picture books based on my very lethargic and malodorous Basset Hound named Charlie. ""Charlie the Ranch Dog"" has been a sweet experience for me. 
My Food Network show, ""The Pioneer Woman,"" premiered in 2011 and it's still being filmed on the Oklahoma ranch I share with my husband and four children. 
Visit my website, ThePioneerWoman.com for more up-to-the-minute details!"
9780062222916,"Peter Robinson grew up in Yorkshire, and now divides his time between Richmond and Canada. Peter has written twenty-four books in the Number One Bestselling DCI Banks series as well as two collections of short stories and three standalone novels, the most recent of which is Number One bestseller BEFORE THE POISON. Peter's critically acclaimed crime novels have won numerous awards in Britain, the United States, Canada and Europe, and are published in translation all over the world. 
Peter's DCI Banks is now a major ITV1 drama by Left Bank productions. Stephen Tompkinson (Wild at Heart, Ballykissangel) plays Inspector Banks, and Andrea Lowe (The Bill, Murphy's Law) plays DI Annie Cabbot. The first series aired in Autumn 2011 with an adaptation of FRIEND OF THE DEVIL, the second in Autumn 2012, and the third in February 2014.
Peter's standalone novel BEFORE THE POISON won the IMBA's 2013 Dilys Award as well as the 2012 Arthur Ellis Award for Best Novel by the Crime Writers of Canada. This was Peter's sixth Arthur Ellis award.
Find out more from Peter's website, www.inspectorbanks.com, or visit his Facebook page, www.facebook.com/peterrobinsonauthor."
9780062223265,
9780062228802,"Michael S. Gazzaniga is internationally recognized in the field of neuroscience and a pioneer in cognitive research. He is the director of the SAGE Center for the Study of the Mind at the University of California, Santa Barbara. He is the author of many popular science books, including Who’s in Charge? (Ecco, 2011). He has six children and lives in California with his wife."
9780062240125,"Tessa Dare is the New York Times and USA Today bestselling author of more than twenty historical romances. Her books have received numerous accolades, including Romance Writers of America's prestigious RITA® award (twice) and multiple RT Book Reviews Reviewer's Choice Awards. Booklist magazine named her one of the ""new stars of historical romance,"" and her books have been contracted for translation in a dozen languages.
A librarian by training and a booklover at heart, Tessa makes her home in Southern California, where she lives with her husband, their two children, and a trio of cosmic kitties.
More information available at www.TessaDare.com
To sign up for Tessa's email list, please copy and paste this link into your browser:
http://tessadare.com/newsletter-signup/"
9780062242389,"Garden & Gun is a multiplatform media company that celebrates stories of the American South through powerful journalism, bold photography, exquisite design, and finely curated retail and experiential journeys. The brand is anchored by its award-winning national magazine launched in 2007, Garden & Gun, which reports on the South’s sporting culture, food, music, art, literature, and its people and their ideas. The coveted audience of 1.6 million is further engaged through the brand’s Whole Hog podcast, numerous New York Times best-selling books, Fieldshop by Garden & Gun retail experience, the Garden & Gun Club restaurant at the Battery Atlanta, and 75+ events each year. Visit gardenandgun.com."
9780062242648,"Carli Davidson is an internationally recognized, award-winning photographer and animal trainer. Her photographs have been featured in publications such as Vanity Fair, the New York Times, the Huffington Post, Rolling Stone, and Slate. She lives in Portland, Oregon, with her husband, Tim, pets Norbert and Yushi, and a rotating cast of foster animals."
9780062248565,"Hayley Campbell is an author, broadcaster and journalist. Her work has appeared in WIRED, The Guardian, New Statesman, Empire, GQ, and more. She lives in London with her cat, Ned. Follow her on twitter: @hayleycampbell"
9780062252074,"Since Michael Hall — the New York Times bestselling author/illustrator of eleven picture books including Red: A Crayon’s Story, My Heart Is Like a Zoo, and Perfect Square — believes that writing about himself in the third person could trigger an existential crisis, he has nothing more to say."
9780062269645,
9780062269546,
9780062270306,
9780062272157,
9780061007224,
9780062275578,
9780062275820,
9780062277237,
9780061564901,
9780062281906,
9780062281753,
9780062282460,
9780062283597,
9780062284068,
9780062287045,
9780062294401,
9780062365750,
9780062297969,
9780062299338,
9780062339270,
9780062316097,
9780062317384,
9780062317605,
9780062319098,
9780062324672,
9780062325310,
9780062326478,
9780062331038,
9780062332585,
9780062334824,
9780062335319,
9780062337702,
9780060916701,
9780062348678,
9780062348807,
9780062353412,
9780062355881,
9780062356246,
9780062369062,
9780062370020,
9780062370044,
9780062370365,
9780062376336,
9780062378088,
9780062380494,
9780062387554,
9780062392749,
9780007149827,
9780007154579,
9780007155361,
9780007155385,
9780007155422,
9780007156122,
9780007156610,
9780007156634,
9780007158058,
9780007161324,
9780007161782,
9780007162130,
9780007162222,
9780007163076,
9780007163632,
9780007163656,
9780007163670,
9780007164905,
9780007170609,
9780060000028,
9780060000035,
9780060000042,
9780060000059,
9780060000066,
9780060000073,
9780060000189,
9780060000240,
9780060000745,
9780060000769,
9780060000783,
9780060000806,
9780060000851,
9780060000882,
9780060001049,
9780060001100,
9780060001209,
9780060001230,
9780060001278,
9780060001322,
9780060001445,
9780060001452,
9780060001490,
9780060001506,
9780060001537,
9780060001568,
9780060002008,
9780060002077,
9780060002367,
9780060002732,
9780060002749,
9780060004538,
9780060004668,
9780060004859,
9780060005054,
9780060005306,
9780060005375,
9780060005412,
9780060005504,
9780060005658,
9780060005672,
9780060006617,
9780060006631,
9780060006679,
9780060006778,
9780060006877,
9780060006891,
9780060007317,
9780060007454,
9780060007577,
9780060007591,
9780060007751,
9780060007782,
9780060007829,
9780060008451,
9780060008505,
9780060008765,
9780060008895,
9780060009311,
9780060009342,
9780060009380,
9780060009472,
9780060009779,
9780060009830,
9780060010270,
9780060010294,
9780060011598,
9780060011611,
9780060012694,
9780060012809,
9780060012847,
9780060013240,
9780060013950,
9780060014049,
9780060014063,
9780060014100,
9780060014155,
9780060014346,
9780060080846,
9780060080945,
9780060081669,
9780060082369,
9780060082376,
9780060082772,
9780060083113,
9780060083915,
9780060084271,
9780060084332,
9780060084400,
9780060084417,
9780060084486,
9780060084677,
9780060084684,
9780060084745,
9780060084776,
9780060085896,
9780060086251,
9780060086381,
9780060087449,
9780060087487,
9780060087760,
9780060088132,
9780060088309,
9780060088316,
9780060088590,
9780060088606,
9780060088637,
9780060088743,
9780060088866,
9780060089085,
9780060089269,
9780060089481,
9780060090128,
9780060090333,
9780060090401,
9780060090555,
9780060090579,
9780060090616,
9780060090739,
9780060090746,
9780060090753,
9780060090821,
9780060090920,
9780060091231,
9780060092726,
9780060092757,
9780060093464,
9780060093693,
9780060093860,
9780060095727,
9780060095857,
9780060095888,
9780060096045,
9780060096311,
9780060096441,
9780060096625,
9780060096687,
9780060096700,
9780060096793,
9780060096878,
9780060096892,
9780060097745,
9780060097950,
9780060099053,
9780060099091,
9780060099145,
9780060099206,
9780060184957,
9780060188702,
9780060192587,
9780060193393,
9780060194116,
9780060196479,
9780060197865,
9780060220730,
9780060233969,
9780060236229,
9780060236298,
9780060241490,
9780060242305,
9780060242558,
9780060242657,
9780060242985,
9780060245665,
9780060252717,
9780060261559,
9780060261801,
9780060268565,
9780060268909,
9780060270476,
9780060274771,
9780060278427,
9780060280512,
9780060280604,
9780060280628,
9780060280642,
9780060280758,
9780060280833,
9780060281359,
9780060281892,
9780060282288,
9780060283155,
9780060283162,
9780060283247,
9780060283261,
9780060283285,
9780060283346,
9780060283360,
9780060284008,
9780060284596,
9780060284602,
9780060284626,
9780060286361,
9780060286408,
9780060287108,
9780060287207,
9780060287238,
9780060287764,
9780060287832,
9780060287931,
9780060289331,
9780060289355,
9780060290160,
9780060290337,
9780060291211,
9780060291235,
9780060291310,
9780060291556,
9780060292454,
9780060292638,
9780060292751,
9780060293239,
9780060294038,
9780060294229,
9780060294601,
9780060294625,
9780060295264,
9780060295844,
9780060296452,
9780060297039,
9780060298135,
9780060298234,
9780060298500,
9780060501082,
9780060501105,
9780060501181,
9780060501396,
9780060501419,
9780060501532,
9780060501570,
9780060501914,
9780060501945,
9780060501976,
9780060502164,
9780060502171,
9780060502546,
9780060502782,
9780060502799,
9780060502881,
9780060503000,
9780060503079,
9780060503475,
9780060504144,
9780060504199,
9780060504250,
9780060505004,
9780060505080,
9780060505103,
9780060505127,
9780060505219,
9780060505233,
9780060505271,
9780060505295,
9780060505318,
9780060505332,
9780060505349,
9780060505363,
9780060505370,
9780060505387,
9780060505400,
9780060505431,
9780060505486,
9780060505509,
9780060505578,
9780060505592,
9780060505622,
9780060505646,
9780060505677,
9780060505707,
9780060505721,
9780060505776,
9780060505783,
9780060505820,
9780060505851,
9780060505868,
9780060505905,
9780060505936,
9780060505943,
9780060506049,
9780060506070,
9780060507114,
9780060507138,
9780060507145,
9780060507473,
9780060507787,
9780060507848,
9780060507879,
